School,Team,Score,Place,Points,Medal,Advance,Year,Conference,Level,Bracket,Event
"Forsan HS, Forsan",1,66,7,,,,2010,1A,District,1,LIT
"Eldorado HS, Eldorado",1,258,1,10,X,Region,2010,1A,District,1,MTH
"Forsan HS, Forsan",1,252,2,5,X,Alternate,2010,1A,District,1,MTH
"Irion Co HS, Mertzon",1,252,3,,,,2010,1A,District,1,MTH
"Iraan H S, Iraan",1,230,4,,,,2010,1A,District,1,MTH
"McCamey H S, McCamey",1,202,5,,,,2010,1A,District,1,MTH
"Van Horn HS, Van Horn",1,156,6,,,,2010,1A,District,1,MTH
"Stanton H S, Stanton",1,132,7,,,,2010,1A,District,1,MTH
"Wink HS, Wink",1,124,8,,,,2010,1A,District,1,MTH
"Fort Hancock HS, Fort Hancock",1,14,9,,,,2010,1A,District,1,MTH
"Forsan HS, Forsan",1,196,1,10,X,Region,2010,1A,District,1,NUM
"McCamey H S, McCamey",1,187,2,5,X,Alternate,2010,1A,District,1,NUM
"Eldorado HS, Eldorado",1,131,3,,,,2010,1A,District,1,NUM
"Iraan H S, Iraan",1,102,4,,,,2010,1A,District,1,NUM
"Van Horn HS, Van Horn",1,89,5,,,,2010,1A,District,1,NUM
"Wink HS, Wink",1,83,6,,,,2010,1A,District,1,NUM
"Stanton H S, Stanton",1,82,7,,,,2010,1A,District,1,NUM
"Irion Co HS, Mertzon",1,78,8,,,,2010,1A,District,1,NUM
"Fort Hancock HS, Fort Hancock",1,14,9,,,,2010,1A,District,1,NUM
"Marfa HS, Marfa",1,11,10,,,,2010,1A,District,1,NUM
"Iraan H S, Iraan",1,1,40,X,Region,2010,1A,District,1,OAP
"Wink HS, Wink",1,1,42,X,Region,2010,1A,District,1,OAP
"Stanton H S, Stanton",1,3,27,,Alternate,2010,1A,District,1,OAP
"Christoval HS, Christoval",1,4,10,,,2010,1A,District,1,OAP
"Eldorado HS, Eldorado",1,308,1,10,X,Region,2010,1A,District,1,SCI
"Irion Co HS, Mertzon",1,244,2,5,X,Alternate,2010,1A,District,1,SCI
"Forsan HS, Forsan",1,146,3,,,,2010,1A,District,1,SCI
"Stanton H S, Stanton",1,126,4,,,,2010,1A,District,1,SCI
"Wink HS, Wink",1,126,4,,,,2010,1A,District,1,SCI
"Christoval HS, Christoval",1,124,6,,,,2010,1A,District,1,SCI
"Iraan H S, Iraan",1,112,7,,,,2010,1A,District,1,SCI
"Van Horn HS, Van Horn",1,96,8,,,,2010,1A,District,1,SCI
"McCamey H S, McCamey",1,52,9,,,,2010,1A,District,1,SCI
"Marfa HS, Marfa",1,32,10,,,,2010,1A,District,1,SCI
"Iraan H S, Iraan",1,137,1,10,X,Region,2010,1A,District,1,SOC
"Wink HS, Wink",1,133,2,5,X,Alternate,2010,1A,District,1,SOC
"Christoval HS, Christoval",1,110,3,,,,2010,1A,District,1,SOC
"McCamey H S, McCamey",1,98,4,,,,2010,1A,District,1,SOC
"Forsan HS, Forsan",1,92,5,,,,2010,1A,District,1,SOC
"Irion Co HS, Mertzon",1,82,6,,,,2010,1A,District,1,SOC
"Marfa HS, Marfa",1,76,7,,,,2010,1A,District,1,SOC
"Eldorado HS, Eldorado",1,74,8,,,,2010,1A,District,1,SOC
"Van Horn HS, Van Horn",1,72,9,,,,2010,1A,District,1,SOC
"Iraan H S, Iraan",1,1,10,X,,2010,1A,District,1,SPE
"Wink HS, Wink",1,2,5,X,,2010,1A,District,1,SPE
"Forsan HS, Forsan",1,3,,,,2010,1A,District,1,SPE
"Irion Co HS, Mertzon",1,4,,,,2010,1A,District,1,SPE
"Stanton H S, Stanton",1,5,,,,2010,1A,District,1,SPE
"Iraan H S, Iraan",1,169,1,10,X,Region,2010,1A,District,1,SPV
"Forsan HS, Forsan",1,164,2,5,X,Alternate,2010,1A,District,1,SPV
"Irion Co HS, Mertzon",1,144,3,,,,2010,1A,District,1,SPV
"Christoval HS, Christoval",1,140,4,,,,2010,1A,District,1,SPV
"Wink HS, Wink",1,123,5,,,,2010,1A,District,1,SPV
"Stanton H S, Stanton",1,112,6,,,,2010,1A,District,1,SPV
"Eldorado HS, Eldorado",1,109,7,,,,2010,1A,District,1,SPV
"McCamey H S, McCamey",1,75,8,,,,2010,1A,District,1,SPV
"Marfa HS, Marfa",1,66,9,,,,2010,1A,District,1,SPV
"Rankin H S, Rankin",1,544,1,10,X,Region,2010,1A,District,2,ACC
"Sanderson H S, Sanderson",1,297,2,5,X,Alternate,2010,1A,District,2,ACC
"Fort Davis H S, Fort Davis",1,269,1,10,X,Region,2010,1A,District,2,CAL
"Rankin H S, Rankin",1,213,2,5,X,Alternate,2010,1A,District,2,CAL
"Comstock H S, Comstock",1,158,3,,,,2010,1A,District,2,CAL
"Sanderson H S, Sanderson",1,110,4,,,,2010,1A,District,2,CAL
"Balmorhea HS, Balmorhea",1,70,5,,,,2010,1A,District,2,CAL
"Big Bend HS, Terlingua",1,-15,6,,,,2010,1A,District,2,CAL
"Grandfalls-Royalty H S, Grandfalls",1,-24,7,,,,2010,1A,District,2,CAL
"Sanderson H S, Sanderson",1,162,1,20,X,Region,2010,1A,District,2,CSC
"Comstock H S, Comstock",1,-14,2,16,X,Alternate,2010,1A,District,2,CSC
"Fort Davis H S, Fort Davis",1,"Jamie Hill , Haley King",1,20,X,State,2010,1A,District,2,CXD
"Rankin H S, Rankin",1,"Jayton Fee , Kenneth Pruett",2,16,X,State,2010,1A,District,2,CXD
"Buena Vista HS, Imperial",1,"Austan Paulk , Chris Stephens",3,12,X,Alternate,2010,1A,District,2,CXD
"Buena Vista HS, Imperial",2,"Chrysten Pando , Kolton Reid",4,10,X,,2010,1A,District,2,CXD
"Sanderson H S, Sanderson",1,38,1,10,X,Region,2010,1A,District,2,CIE
"Rankin H S, Rankin",1,29,2,5,X,Alternate,2010,1A,District,2,CIE
"Comstock H S, Comstock",1,28,3,,,,2010,1A,District,2,CIE
"Sierra Blanca H S, Sierra Blanca",1,25,4,,,,2010,1A,District,2,CIE
"Comstock H S, Comstock",1,1,10,X,,2010,1A,District,2,JRN
"Fort Davis H S, Fort Davis",1,2,5,X,,2010,1A,District,2,JRN
"Balmorhea HS, Balmorhea",1,3,,,,2010,1A,District,2,JRN
"Rankin H S, Rankin",1,4,,,,2010,1A,District,2,JRN
"Sanderson H S, Sanderson",1,5,,,,2010,1A,District,2,JRN
"Big Bend HS, Terlingua",1,6,,,,2010,1A,District,2,JRN
"Buena Vista HS, Imperial",1,7,,,,2010,1A,District,2,JRN
"Valentine HS, Valentine",1,7,,,,2010,1A,District,2,JRN
"Fort Davis H S, Fort Davis",1,129,1,10,X,Region,2010,1A,District,2,LIT
"Balmorhea HS, Balmorhea",1,93,2,5,X,Alternate,2010,1A,District,2,LIT
"Comstock H S, Comstock",1,92,3,,,,2010,1A,District,2,LIT
"Rankin H S, Rankin",1,80,4,,,,2010,1A,District,2,LIT
"Fort Davis H S, Fort Davis",1,370,1,10,X,Region,2010,1A,District,2,MTH
"Comstock H S, Comstock",1,192,2,5,X,Alternate,2010,1A,District,2,MTH
"Sanderson H S, Sanderson",1,174,3,,,,2010,1A,District,2,MTH
"Rankin H S, Rankin",1,150,4,,,,2010,1A,District,2,MTH
"Sierra Blanca H S, Sierra Blanca",1,86,5,,,,2010,1A,District,2,MTH
"Balmorhea HS, Balmorhea",1,72,6,,,,2010,1A,District,2,MTH
"Buena Vista HS, Imperial",1,72,6,,,,2010,1A,District,2,MTH
"Big Bend HS, Terlingua",1,68,8,,,,2010,1A,District,2,MTH
"Sanderson H S, Sanderson",1,146,1,10,X,Region,2010,1A,District,2,NUM
"Rankin H S, Rankin",1,137,2,5,X,Alternate,2010,1A,District,2,NUM
"Fort Davis H S, Fort Davis",1,75,3,,,,2010,1A,District,2,NUM
"Comstock H S, Comstock",1,73,4,,,,2010,1A,District,2,NUM
"Balmorhea HS, Balmorhea",1,57,5,,,,2010,1A,District,2,NUM
"Grandfalls-Royalty H S, Grandfalls",1,-17,6,,,,2010,1A,District,2,NUM
"Sierra Blanca H S, Sierra Blanca",1,-23,7,,,,2010,1A,District,2,NUM
"Big Bend HS, Terlingua",1,-35,8,,,,2010,1A,District,2,NUM
"Comstock H S, Comstock",1,1,40,X,Region,2010,1A,District,2,OAP
"Buena Vista HS, Imperial",1,1,46,X,Region,2010,1A,District,2,OAP
"Valentine HS, Valentine",1,2,27,X,Region,2010,1A,District,2,OAP
"Fort Davis H S, Fort Davis",1,126,1,10,X,Region,2010,1A,District,2,SCI
"Sanderson H S, Sanderson",1,102,2,5,X,Alternate,2010,1A,District,2,SCI
"Balmorhea HS, Balmorhea",1,96,3,,,,2010,1A,District,2,SCI
"Comstock H S, Comstock",1,88,4,,,,2010,1A,District,2,SCI
"Valentine HS, Valentine",1,84,5,,,,2010,1A,District,2,SCI
"Buena Vista HS, Imperial",1,40,6,,,,2010,1A,District,2,SCI
"Sierra Blanca H S, Sierra Blanca",1,36,7,,,,2010,1A,District,2,SCI
"Rankin H S, Rankin",1,34,8,,,,2010,1A,District,2,SCI
"Marathon HS, Marathon",1,26,9,,,,2010,1A,District,2,SCI
"Sanderson H S, Sanderson",1,126,1,10,X,Region,2010,1A,District,2,SOC
"Big Bend HS, Terlingua",1,94,2,5,X,Alternate,2010,1A,District,2,SOC
"Fort Davis H S, Fort Davis",1,92,3,,,,2010,1A,District,2,SOC
"Comstock H S, Comstock",1,79,4,,,,2010,1A,District,2,SOC
"Rankin H S, Rankin",1,79,4,,,,2010,1A,District,2,SOC
"Balmorhea HS, Balmorhea",1,70,6,,,,2010,1A,District,2,SOC
"Valentine HS, Valentine",1,59,7,,,,2010,1A,District,2,SOC
"Sierra Blanca H S, Sierra Blanca",1,56,8,,,,2010,1A,District,2,SOC
"Rankin H S, Rankin",1,1,10,X,,2010,1A,District,2,SPE
"Sanderson H S, Sanderson",1,2,5,X,,2010,1A,District,2,SPE
"Buena Vista HS, Imperial",1,3,,,,2010,1A,District,2,SPE
"Fort Davis H S, Fort Davis",1,4,,,,2010,1A,District,2,SPE
"Comstock H S, Comstock",1,5,,,,2010,1A,District,2,SPE
"Balmorhea HS, Balmorhea",1,6,,,,2010,1A,District,2,SPE
"Marathon HS, Marathon",1,7,,,,2010,1A,District,2,SPE
"Fort Davis H S, Fort Davis",1,159,1,10,X,Region,2010,1A,District,2,SPV
"Sanderson H S, Sanderson",1,98,2,5,X,Alternate,2010,1A,District,2,SPV
"Comstock H S, Comstock",1,78,3,,,,2010,1A,District,2,SPV
"Rankin H S, Rankin",1,78,3,,,,2010,1A,District,2,SPV
"Grandfalls-Royalty H S, Grandfalls",1,55,5,,,,2010,1A,District,2,SPV
"Buena Vista HS, Imperial",1,47,6,,,,2010,1A,District,2,SPV
"Marathon HS, Marathon",1,47,6,,,,2010,1A,District,2,SPV
"Valentine HS, Valentine",1,47,6,,,,2010,1A,District,2,SPV
"Balmorhea HS, Balmorhea",1,43,9,,,,2010,1A,District,2,SPV
"Sierra Blanca H S, Sierra Blanca",1,36,10,,,,2010,1A,District,2,SPV
"Tahoka HS, Tahoka",1,595,1,10,X,Region,2010,1A,District,3,ACC
"Morton HS, Morton",1,389,2,5,X,Alternate,2010,1A,District,3,ACC
"Plains HS, Plains",1,354,3,,,,2010,1A,District,3,ACC
"Crosbyton H S, Crosbyton",1,253,4,,,,2010,1A,District,3,ACC
"Plains HS, Plains",1,523,1,10,X,Region,2010,1A,District,3,CAL
"Tahoka HS, Tahoka",1,473.0,2,5,X,Alternate,2010,1A,District,3,CAL
"Morton HS, Morton",1,305,3,,,,2010,1A,District,3,CAL
"Whiteface HS, Whiteface",1,303,4,,,,2010,1A,District,3,CAL
"Sundown H S, Sundown",1,295,5,,,,2010,1A,District,3,CAL
"Ralls H S, Ralls",1,282,6,,,,2010,1A,District,3,CAL
"Crosbyton H S, Crosbyton",1,108,7,,,,2010,1A,District,3,CAL
"Smyer H S, Smyer",1,11,8,,,,2010,1A,District,3,CAL
"Plains HS, Plains",1,642,1,20,X,Region,2010,1A,District,3,CSC
"Whiteface HS, Whiteface",1,539,2,16,X,Alternate,2010,1A,District,3,CSC
"Tahoka HS, Tahoka",1,364,3,12,X,,2010,1A,District,3,CSC
"Sundown H S, Sundown",1,278,4,,,,2010,1A,District,3,CSC
"Ralls H S, Ralls",1,0,5,,,,2010,1A,District,3,CSC
"Crosbyton H S, Crosbyton",1,-38,6,,,,2010,1A,District,3,CSC
"Whiteface HS, Whiteface",1,"Alexandria Gruhlkey , Bailey Wuthrich",1,20,X,State,2010,1A,District,3,CXD
"Whiteface HS, Whiteface",2,"Dillon Cox , Ethan Pruitt",2,16,X,State,2010,1A,District,3,CXD
"Crosbyton H S, Crosbyton",2,"Amanda Munoz , Ariceli Munoz",3,12,X,Alternate,2010,1A,District,3,CXD
"Sundown H S, Sundown",1,"Garrett Carter , Spencer Chance",4,10,X,,2010,1A,District,3,CXD
"Plains HS, Plains",1,1,10,X,,2010,1A,District,3,JRN
"Tahoka HS, Tahoka",1,2,5,X,,2010,1A,District,3,JRN
"Sundown H S, Sundown",1,3,,,,2010,1A,District,3,JRN
"Smyer H S, Smyer",1,4,,,,2010,1A,District,3,JRN
"Crosbyton H S, Crosbyton",1,5,,,,2010,1A,District,3,JRN
"Whiteface HS, Whiteface",1,5,,,,2010,1A,District,3,JRN
"Anton HS, Anton",1,140,1,10,X,Region,2010,1A,District,3,LIT
"Tahoka HS, Tahoka",1,136,2,5,X,Alternate,2010,1A,District,3,LIT
"Sundown H S, Sundown",1,121,3,,,,2010,1A,District,3,LIT
"Whiteface HS, Whiteface",1,119,4,,,,2010,1A,District,3,LIT
"Plains HS, Plains",1,116,5,,,,2010,1A,District,3,LIT
"Plains HS, Plains",1,338,1,10,X,Region,2010,1A,District,3,MTH
"Tahoka HS, Tahoka",1,322,2,5,X,Alternate,2010,1A,District,3,MTH
"Ralls H S, Ralls",1,282,3,,,,2010,1A,District,3,MTH
"Whiteface HS, Whiteface",1,254,4,,,,2010,1A,District,3,MTH
"Sundown H S, Sundown",1,200,5,,,,2010,1A,District,3,MTH
"Smyer H S, Smyer",1,118,6,,,,2010,1A,District,3,MTH
"Crosbyton H S, Crosbyton",1,116,7,,,,2010,1A,District,3,MTH
"Morton HS, Morton",1,114,8,,,,2010,1A,District,3,MTH
"Ralls H S, Ralls",1,173,1,10,X,Region,2010,1A,District,3,NUM
"Morton HS, Morton",1,173,2,5,X,Alternate,2010,1A,District,3,NUM
"Plains HS, Plains",1,108,3,,,,2010,1A,District,3,NUM
"Tahoka HS, Tahoka",1,107,4,,,,2010,1A,District,3,NUM
"Sundown H S, Sundown",1,72,5,,,,2010,1A,District,3,NUM
"New Deal H S, New Deal",1,54,6,,,,2010,1A,District,3,NUM
"Whiteface HS, Whiteface",1,52,7,,,,2010,1A,District,3,NUM
"Smyer H S, Smyer",1,6,8,,,,2010,1A,District,3,NUM
"Crosbyton H S, Crosbyton",1,3,9,,,,2010,1A,District,3,NUM
"Plains HS, Plains",1,1,48,X,Region,2010,1A,District,3,OAP
"Whiteface HS, Whiteface",1,1,36,X,Region,2010,1A,District,3,OAP
"Tahoka HS, Tahoka",1,3,27,,Alternate,2010,1A,District,3,OAP
"Sundown H S, Sundown",1,170,1,10,X,Region,2010,1A,District,3,SCI
"Ralls H S, Ralls",1,144,2,5,X,Alternate,2010,1A,District,3,SCI
"Crosbyton H S, Crosbyton",1,140,3,,,,2010,1A,District,3,SCI
"Plains HS, Plains",1,136,4,,,,2010,1A,District,3,SCI
"Tahoka HS, Tahoka",1,134,5,,,,2010,1A,District,3,SCI
"New Deal H S, New Deal",1,110,6,,,,2010,1A,District,3,SCI
"Anton HS, Anton",1,94,7,,,,2010,1A,District,3,SCI
"Morton HS, Morton",1,94,7,,,,2010,1A,District,3,SCI
"Whiteface HS, Whiteface",1,66,9,,,,2010,1A,District,3,SCI
"Seagraves H S, Seagraves",1,44,10,,,,2010,1A,District,3,SCI
"Smyer H S, Smyer",1,44,10,,,,2010,1A,District,3,SCI
"Anton HS, Anton",1,203,1,10,X,Region,2010,1A,District,3,SOC
"Sundown H S, Sundown",1,167,2,5,X,Alternate,2010,1A,District,3,SOC
"Morton HS, Morton",1,108,3,,,,2010,1A,District,3,SOC
"Whiteface HS, Whiteface",1,99,4,,,,2010,1A,District,3,SOC
"Crosbyton H S, Crosbyton",1,83,5,,,,2010,1A,District,3,SOC
"Plains HS, Plains",1,80,6,,,,2010,1A,District,3,SOC
"Seagraves H S, Seagraves",1,74,7,,,,2010,1A,District,3,SOC
"Whiteface HS, Whiteface",1,1,10,X,,2010,1A,District,3,SPE
"Sundown H S, Sundown",1,2,5,X,,2010,1A,District,3,SPE
"Crosbyton H S, Crosbyton",1,3,,,,2010,1A,District,3,SPE
"Morton HS, Morton",1,4,,,,2010,1A,District,3,SPE
"Plains HS, Plains",1,5,,,,2010,1A,District,3,SPE
"Smyer H S, Smyer",1,6,,,,2010,1A,District,3,SPE
"Ralls H S, Ralls",1,7,,,,2010,1A,District,3,SPE
"Seagraves H S, Seagraves",1,8,,,,2010,1A,District,3,SPE
"Tahoka HS, Tahoka",1,9,,,,2010,1A,District,3,SPE
"Whiteface HS, Whiteface",1,204,1,10,X,Region,2010,1A,District,3,SPV
"Tahoka HS, Tahoka",1,148,2,5,X,Alternate,2010,1A,District,3,SPV
"Plains HS, Plains",1,127,3,,,,2010,1A,District,3,SPV
"Morton HS, Morton",1,122,4,,,,2010,1A,District,3,SPV
"Crosbyton H S, Crosbyton",1,114,5,,,,2010,1A,District,3,SPV
"Sundown H S, Sundown",1,92,6,,,,2010,1A,District,3,SPV
"New Deal H S, New Deal",1,78,7,,,,2010,1A,District,3,SPV
"Seagraves H S, Seagraves",1,56,8,,,,2010,1A,District,3,SPV
"Loop HS, Loop",1,529,1,10,X,Region,2010,1A,District,4,ACC
"O'Donnell HS, O'Donnell",1,416,2,5,X,Alternate,2010,1A,District,4,ACC
"Borden HS, Gail",1,386,3,,,,2010,1A,District,4,ACC
"Wellman-Union HS, Wellman",1,184,4,,,,2010,1A,District,4,ACC
"Borden HS, Gail",1,464,1,10,X,Region,2010,1A,District,4,CAL
"Grady HS, Lenorah",1,390,2,5,X,Alternate,2010,1A,District,4,CAL
"Loop HS, Loop",1,361,3,,,,2010,1A,District,4,CAL
"Wellman-Union HS, Wellman",1,308,4,,,,2010,1A,District,4,CAL
"Ira H S, Ira",1,240,5,,,,2010,1A,District,4,CAL
"O'Donnell HS, O'Donnell",1,205,6,,,,2010,1A,District,4,CAL
"New Home HS, New Home",1,90,7,,,,2010,1A,District,4,CAL
"Southland HS, Southland",1,80,8,,,,2010,1A,District,4,CAL
"Dawson HS, Welch",1,-26,9,,,,2010,1A,District,4,CAL
"Sands HS, Ackerly",1,-38,10,,,,2010,1A,District,4,CAL
"Loop HS, Loop",1,649,1,20,X,Region,2010,1A,District,4,CSC
"O'Donnell HS, O'Donnell",1,-6,2,16,X,Alternate,2010,1A,District,4,CSC
"Borden HS, Gail",1,"John Hensley , Karl Lamming",1,20,X,State,2010,1A,District,4,CXD
"Grady HS, Lenorah",1,"Jack  Henry Kennady , Maxwell Kennady",2,16,X,State,2010,1A,District,4,CXD
"Borden HS, Gail",2,"Steven Howard , Brendan Tarleton",3,12,X,Alternate,2010,1A,District,4,CXD
"Grady HS, Lenorah",2,"Christian Medina , Cody Mitchell",4,10,X,,2010,1A,District,4,CXD
"Grady HS, Lenorah",1,50,1,10,X,Region,2010,1A,District,4,CIE
"Borden HS, Gail",1,46,2,5,X,Alternate,2010,1A,District,4,CIE
"Sands HS, Ackerly",1,36,3,,,,2010,1A,District,4,CIE
"Loop HS, Loop",1,35,4,,,,2010,1A,District,4,CIE
"O'Donnell HS, O'Donnell",1,35,4,,,,2010,1A,District,4,CIE
"Wellman-Union HS, Wellman",1,34,6,,,,2010,1A,District,4,CIE
"Grady HS, Lenorah",1,1,10,X,,2010,1A,District,4,JRN
"Borden HS, Gail",1,2,5,X,,2010,1A,District,4,JRN
"O'Donnell HS, O'Donnell",1,3,,,,2010,1A,District,4,JRN
"Wellman-Union HS, Wellman",1,4,,,,2010,1A,District,4,JRN
"Klondike HS, Lamesa",1,4,,,,2010,1A,District,4,JRN
"Sands HS, Ackerly",1,6,,,,2010,1A,District,4,JRN
"Ira H S, Ira",1,7,,,,2010,1A,District,4,JRN
"Dawson HS, Welch",1,8,,,,2010,1A,District,4,JRN
"Borden HS, Gail",1,130,1,10,X,Region,2010,1A,District,4,LIT
"Grady HS, Lenorah",1,120,2,5,X,Alternate,2010,1A,District,4,LIT
"Wellman-Union HS, Wellman",1,110,3,,,,2010,1A,District,4,LIT
"O'Donnell HS, O'Donnell",1,108,4,,,,2010,1A,District,4,LIT
"Loop HS, Loop",1,80,5,,,,2010,1A,District,4,LIT
"Loop HS, Loop",1,234,1,10,X,Region,2010,1A,District,4,MTH
"Grady HS, Lenorah",1,214,2,5,X,Alternate,2010,1A,District,4,MTH
"Borden HS, Gail",1,166,3,,,,2010,1A,District,4,MTH
"Sands HS, Ackerly",1,126,4,,,,2010,1A,District,4,MTH
"Wellman-Union HS, Wellman",1,108,5,,,,2010,1A,District,4,MTH
"Ira H S, Ira",1,76,6,,,,2010,1A,District,4,MTH
"O'Donnell HS, O'Donnell",1,76,6,,,,2010,1A,District,4,MTH
"Klondike HS, Lamesa",1,72,8,,,,2010,1A,District,4,MTH
"Loop HS, Loop",1,186,1,10,X,Region,2010,1A,District,4,NUM
"Grady HS, Lenorah",1,149,2,5,X,Alternate,2010,1A,District,4,NUM
"Wellman-Union HS, Wellman",1,121,3,,,,2010,1A,District,4,NUM
"Southland HS, Southland",1,65,4,,,,2010,1A,District,4,NUM
"Sands HS, Ackerly",1,42,5,,,,2010,1A,District,4,NUM
"Borden HS, Gail",1,28,6,,,,2010,1A,District,4,NUM
"O'Donnell HS, O'Donnell",1,15,7,,,,2010,1A,District,4,NUM
"Ira H S, Ira",1,13,8,,,,2010,1A,District,4,NUM
"New Home HS, New Home",1,3,9,,,,2010,1A,District,4,NUM
"Klondike HS, Lamesa",1,-32,10,,,,2010,1A,District,4,NUM
"Borden HS, Gail",1,190,1,10,X,Region,2010,1A,District,4,SCI
"Loop HS, Loop",1,154,2,5,X,Alternate,2010,1A,District,4,SCI
"Wellman-Union HS, Wellman",1,124,3,,,,2010,1A,District,4,SCI
"Grady HS, Lenorah",1,90,4,,,,2010,1A,District,4,SCI
"Ira H S, Ira",1,68,5,,,,2010,1A,District,4,SCI
"O'Donnell HS, O'Donnell",1,38,6,,,,2010,1A,District,4,SCI
"Grady HS, Lenorah",1,198,1,10,X,Region,2010,1A,District,4,SOC
"Borden HS, Gail",1,184,2,5,X,Alternate,2010,1A,District,4,SOC
"Loop HS, Loop",1,124,3,,,,2010,1A,District,4,SOC
"Wellman-Union HS, Wellman",1,102,4,,,,2010,1A,District,4,SOC
"O'Donnell HS, O'Donnell",1,76,5,,,,2010,1A,District,4,SOC
"Borden HS, Gail",1,1,10,X,,2010,1A,District,4,SPE
"Grady HS, Lenorah",1,2,5,X,,2010,1A,District,4,SPE
"Loop HS, Loop",1,3,,,,2010,1A,District,4,SPE
"O'Donnell HS, O'Donnell",1,4,,,,2010,1A,District,4,SPE
"Sands HS, Ackerly",1,5,,,,2010,1A,District,4,SPE
"Ira H S, Ira",1,6,,,,2010,1A,District,4,SPE
"Grady HS, Lenorah",1,191,1,10,X,Region,2010,1A,District,4,SPV
"Borden HS, Gail",1,131,2,5,X,Alternate,2010,1A,District,4,SPV
"Sands HS, Ackerly",1,108,3,,,,2010,1A,District,4,SPV
"Loop HS, Loop",1,76,4,,,,2010,1A,District,4,SPV
"O'Donnell HS, O'Donnell",1,66,5,,,,2010,1A,District,4,SPV
"Wellman-Union HS, Wellman",1,63,6,,,,2010,1A,District,4,SPV
"Wellington HS, Wellington",1,1040,1,10,X,Region,2010,1A,District,5,ACC
"Sudan HS, Sudan",1,970,2,5,X,Alternate,2010,1A,District,5,ACC
"Farwell H S, Farwell",1,904,3,,,,2010,1A,District,5,ACC
"Lockney H S, Lockney",1,413,4,,,,2010,1A,District,5,ACC
"Olton HS, Olton",1,182,5,,,,2010,1A,District,5,ACC
