School,Team,Score,Place,Points,Medal,Advance,Year,Conference,Level,Bracket,Event
"Lockney H S, Lockney",1,169,1,10,X,Region,2013,1A,District,3,NUM
"New Deal H S, New Deal",1,114,2,5,X,Alternate,2013,1A,District,3,NUM
"Quanah HS, Quanah",1,113,3,,,,2013,1A,District,3,NUM
"Crosbyton H S, Crosbyton",1,84,4,,,,2013,1A,District,3,NUM
"Ralls H S, Ralls",1,72,5,,,,2013,1A,District,3,NUM
"Hale Center HS, Hale Center",1,69,6,,,,2013,1A,District,3,NUM
"Lockney H S, Lockney",1,1,42,X,Region,2013,1A,District,3,OAP
"Wellington HS, Wellington",1,1,42,X,Region,2013,1A,District,3,OAP
"Hale Center HS, Hale Center",1,3,27,,Alternate,2013,1A,District,3,OAP
"Lockney H S, Lockney",1,300,1,10,X,Region,2013,1A,District,3,SCI
"Crosbyton H S, Crosbyton",1,236,2,5,X,Alternate,2013,1A,District,3,SCI
"Wheeler HS, Wheeler",1,136,3,,,,2013,1A,District,3,SCI
"Quanah HS, Quanah",1,126,4,,,,2013,1A,District,3,SCI
"Memphis HS, Memphis",1,122,5,,,,2013,1A,District,3,SCI
"New Deal H S, New Deal",1,96,6,,,,2013,1A,District,3,SCI
"Ralls H S, Ralls",1,90,7,,,,2013,1A,District,3,SCI
"Crosbyton H S, Crosbyton",1,109,1,10,X,Region,2013,1A,District,3,SOC
"Hale Center HS, Hale Center",1,107,2,5,X,Alternate,2013,1A,District,3,SOC
"Lockney H S, Lockney",1,92,3,,,,2013,1A,District,3,SOC
"Quanah HS, Quanah",1,84,4,,,,2013,1A,District,3,SOC
"New Deal H S, New Deal",1,64,5,,,,2013,1A,District,3,SOC
"New Deal H S, New Deal",1,1,10,X,,2013,1A,District,3,SPE
"Quanah HS, Quanah",1,2,5,X,,2013,1A,District,3,SPE
"Lockney H S, Lockney",1,3,,,,2013,1A,District,3,SPE
"Crosbyton H S, Crosbyton",1,4,,,,2013,1A,District,3,SPE
"Hale Center HS, Hale Center",1,5,,,,2013,1A,District,3,SPE
"Wellington HS, Wellington",1,6,,,,2013,1A,District,3,SPE
"Memphis HS, Memphis",1,124,1,10,X,Region,2013,1A,District,3,SPV
"Wellington HS, Wellington",1,119,2,5,X,Alternate,2013,1A,District,3,SPV
"New Deal H S, New Deal",1,107,3,,,,2013,1A,District,3,SPV
"Ralls H S, Ralls",1,95,4,,,,2013,1A,District,3,SPV
"Hale Center HS, Hale Center",1,91,5,,,,2013,1A,District,3,SPV
"Quanah HS, Quanah",1,90,6,,,,2013,1A,District,3,SPV
"Lockney H S, Lockney",1,54,7,,,,2013,1A,District,3,SPV
"Crosbyton H S, Crosbyton",1,45,8,,,,2013,1A,District,3,SPV
"Happy HS, Happy",1,710,1,10,X,Region,2013,1A,District,4,ACC
"Whitharral HS, Whitharral",1,430,2,5,X,Alternate,2013,1A,District,4,ACC
"Whiteface HS, Whiteface",1,386,3,,,,2013,1A,District,4,ACC
"Nazareth H S, Nazareth",1,357,4,,,,2013,1A,District,4,ACC
"Whitharral HS, Whitharral",1,583,1,10,X,Region,2013,1A,District,4,CAL
"Whiteface HS, Whiteface",1,455,2,5,X,Alternate,2013,1A,District,4,CAL
"Adrian HS, Adrian",1,175,3,,,,2013,1A,District,4,CAL
"Nazareth H S, Nazareth",1,164,4,,,,2013,1A,District,4,CAL
"Amherst HS, Amherst",1,117,5,,,,2013,1A,District,4,CAL
"Lazbuddie HS, Lazbuddie",1,79,6,,,,2013,1A,District,4,CAL
"Texline HS, Texline",1,70,7,,,,2013,1A,District,4,CAL
"Channing HS, Channing",1,9,8,,,,2013,1A,District,4,CAL
"Whiteface HS, Whiteface",1,566,1,20,X,Region,2013,1A,District,4,CSC
"Lazbuddie HS, Lazbuddie",1,24,2,16,X,Alternate,2013,1A,District,4,CSC
"Whitharral HS, Whitharral",1,8,3,12,X,,2013,1A,District,4,CSC
"Whitharral HS, Whitharral",1,"Deborah Albus , Kimberly Albus",1,20,X,State,2013,1A,District,4,CXD
"Whitharral HS, Whitharral",2,"Maeci Scott , Caydon Stone",2,16,X,State,2013,1A,District,4,CXD
"Whiteface HS, Whiteface",1,"Payton Perez , Lane Scoggins",3,12,X,Alternate,2013,1A,District,4,CXD
"Whitharral HS, Whitharral",3,"Kevin Albus , Abby Hoelscher",4,10,X,,2013,1A,District,4,CXD
"Whiteface HS, Whiteface",1,47,1,10,X,Region,2013,1A,District,4,CIE
"Hartley H S, Hartley",1,46,2,5,X,Alternate,2013,1A,District,4,CIE
"Whitharral HS, Whitharral",1,46,3,,,,2013,1A,District,4,CIE
"Nazareth H S, Nazareth",1,40,4,,,,2013,1A,District,4,CIE
"Channing HS, Channing",1,37,5,,,,2013,1A,District,4,CIE
"Nazareth H S, Nazareth",1,1,10,X,,2013,1A,District,4,JRN
"Channing HS, Channing",1,2,5,X,,2013,1A,District,4,JRN
"Hartley H S, Hartley",1,3,,,,2013,1A,District,4,JRN
"Whiteface HS, Whiteface",1,4,,,,2013,1A,District,4,JRN
"Cotton Center HS, Cotton Center",1,4,,,,2013,1A,District,4,JRN
"Whitharral HS, Whitharral",1,183,1,10,X,Region,2013,1A,District,4,LIT
"Whiteface HS, Whiteface",1,172,2,5,X,Alternate,2013,1A,District,4,LIT
"Texline HS, Texline",1,168,3,,,,2013,1A,District,4,LIT
"Hartley H S, Hartley",1,143,4,,,,2013,1A,District,4,LIT
"Nazareth H S, Nazareth",1,113,5,,,,2013,1A,District,4,LIT
"Whitharral HS, Whitharral",1,374,1,10,X,Region,2013,1A,District,4,MTH
"Whiteface HS, Whiteface",1,224,2,5,X,Alternate,2013,1A,District,4,MTH
"Nazareth H S, Nazareth",1,180,3,,,,2013,1A,District,4,MTH
"Hartley H S, Hartley",1,90,4,,,,2013,1A,District,4,MTH
"Texline HS, Texline",1,74,5,,,,2013,1A,District,4,MTH
"Amherst HS, Amherst",1,66,6,,,,2013,1A,District,4,MTH
"Lazbuddie HS, Lazbuddie",1,66,6,,,,2013,1A,District,4,MTH
"Whitharral HS, Whitharral",1,260,1,10,X,Region,2013,1A,District,4,NUM
"Hartley H S, Hartley",1,164,2,5,X,Alternate,2013,1A,District,4,NUM
"Whiteface HS, Whiteface",1,101,3,,,,2013,1A,District,4,NUM
"Amherst HS, Amherst",1,61,4,,,,2013,1A,District,4,NUM
"Texline HS, Texline",1,58,5,,,,2013,1A,District,4,NUM
"Nazareth H S, Nazareth",1,56,6,,,,2013,1A,District,4,NUM
"Cotton Center HS, Cotton Center",1,1,40,X,Region,2013,1A,District,4,OAP
"Whiteface HS, Whiteface",1,1,40,X,Region,2013,1A,District,4,OAP
"Channing HS, Channing",1,3,27,,Alternate,2013,1A,District,4,OAP
"Nazareth H S, Nazareth",1,232,1,10,X,Region,2013,1A,District,4,SCI
"Whiteface HS, Whiteface",1,160,2,5,X,Alternate,2013,1A,District,4,SCI
"Whitharral HS, Whitharral",1,86,3,,,,2013,1A,District,4,SCI
"Hartley H S, Hartley",1,78,4,,,,2013,1A,District,4,SCI
"Texline HS, Texline",1,68,5,,,,2013,1A,District,4,SCI
"Adrian HS, Adrian",1,62,6,,,,2013,1A,District,4,SCI
"Lazbuddie HS, Lazbuddie",1,50,7,,,,2013,1A,District,4,SCI
"Hartley H S, Hartley",1,186,1,10,X,Region,2013,1A,District,4,SOC
"Texline HS, Texline",1,132,2,5,X,Alternate,2013,1A,District,4,SOC
"Whiteface HS, Whiteface",1,130,3,,,,2013,1A,District,4,SOC
"Whitharral HS, Whitharral",1,119,4,,,,2013,1A,District,4,SOC
"Whitharral HS, Whitharral",1,1,10,X,,2013,1A,District,4,SPE
"Whiteface HS, Whiteface",1,2,5,X,,2013,1A,District,4,SPE
"Channing HS, Channing",1,3,,,,2013,1A,District,4,SPE
"Nazareth H S, Nazareth",1,4,,,,2013,1A,District,4,SPE
"Cotton Center HS, Cotton Center",1,5,,,,2013,1A,District,4,SPE
"Lazbuddie HS, Lazbuddie",1,6,,,,2013,1A,District,4,SPE
"Texline HS, Texline",1,134,1,10,X,Region,2013,1A,District,4,SPV
"Whitharral HS, Whitharral",1,95,2,5,X,Alternate,2013,1A,District,4,SPV
"Whiteface HS, Whiteface",1,91,3,,,,2013,1A,District,4,SPV
"Channing HS, Channing",1,82,4,,,,2013,1A,District,4,SPV
"Sudan HS, Sudan",1,666,1,10,X,Region,2013,1A,District,5,ACC
"Farwell H S, Farwell",1,347,2,5,X,Alternate,2013,1A,District,5,ACC
"Sundown H S, Sundown",1,315,3,,,,2013,1A,District,5,ACC
"Forsan HS, Forsan",1,202,4,,,,2013,1A,District,5,ACC
"Plains HS, Plains",1,170,5,,,,2013,1A,District,5,ACC
"Plains HS, Plains",1,587,1,10,X,Region,2013,1A,District,5,CAL
"Forsan HS, Forsan",1,518,2,5,X,Alternate,2013,1A,District,5,CAL
"Morton HS, Morton",1,322,3,,,,2013,1A,District,5,CAL
"Tahoka HS, Tahoka",1,284,4,,,,2013,1A,District,5,CAL
"Sundown H S, Sundown",1,279,5,,,,2013,1A,District,5,CAL
"Farwell H S, Farwell",1,141,6,,,,2013,1A,District,5,CAL
"Sudan HS, Sudan",1,132,7,,,,2013,1A,District,5,CAL
"Springlake H S, Earth",1,89,8,,,,2013,1A,District,5,CAL
"Smyer H S, Smyer",1,62,9,,,,2013,1A,District,5,CAL
"Bovina HS, Bovina",1,-4,10,,,,2013,1A,District,5,CAL
"Sundown H S, Sundown",1,656,1,20,X,Region,2013,1A,District,5,CSC
"Sudan HS, Sudan",1,477,2,16,X,Alternate,2013,1A,District,5,CSC
"Plains HS, Plains",1,78,3,12,X,,2013,1A,District,5,CSC
"Morton HS, Morton",1,52,4,,,,2013,1A,District,5,CSC
"Forsan HS, Forsan",1,20,5,,,,2013,1A,District,5,CSC
"Tahoka HS, Tahoka",1,8,6,,,,2013,1A,District,5,CSC
"Sudan HS, Sudan",1,"Doug Ames , Brianna Azua",1,20,X,State,2013,1A,District,5,CXD
"Farwell H S, Farwell",1,"Savanna Barksdale , Hunter Hall",2,16,X,State,2013,1A,District,5,CXD
"Sundown H S, Sundown",1,"Victoria Garza , Johnny Hernandez",3,12,X,Alternate,2013,1A,District,5,CXD
"Sundown H S, Sundown",2,"Caleb Fryar , Dawson McClendon",4,10,X,,2013,1A,District,5,CXD
"Sudan HS, Sudan",2,"Marcos Gonzales , Alex Hernandez",5,,,,2013,1A,District,5,CXD
"Sudan HS, Sudan",3,"Jacob Markham , Joe Melendez",6,,,,2013,1A,District,5,CXD
"Farwell H S, Farwell",1,53,1,10,X,Region,2013,1A,District,5,CIE
"Forsan HS, Forsan",1,51,2,5,X,Alternate,2013,1A,District,5,CIE
"Sundown H S, Sundown",1,48,3,,,,2013,1A,District,5,CIE
"Springlake H S, Earth",1,43,4,,,,2013,1A,District,5,CIE
"Tahoka HS, Tahoka",1,43,4,,,,2013,1A,District,5,CIE
"Morton HS, Morton",1,42,6,,,,2013,1A,District,5,CIE
"Plains HS, Plains",1,41,7,,,,2013,1A,District,5,CIE
"Seagraves H S, Seagraves",1,36,8,,,,2013,1A,District,5,CIE
"Sudan HS, Sudan",1,36,8,,,,2013,1A,District,5,CIE
"Plains HS, Plains",1,1,10,X,,2013,1A,District,5,JRN
"Bovina HS, Bovina",1,2,5,X,,2013,1A,District,5,JRN
"Farwell H S, Farwell",1,3,,,,2013,1A,District,5,JRN
"Forsan HS, Forsan",1,4,,,,2013,1A,District,5,JRN
"Sudan HS, Sudan",1,4,,,,2013,1A,District,5,JRN
"Tahoka HS, Tahoka",1,4,,,,2013,1A,District,5,JRN
"Seagraves H S, Seagraves",1,7,,,,2013,1A,District,5,JRN
"Tahoka HS, Tahoka",1,162,1,10,X,Region,2013,1A,District,5,LIT
"Forsan HS, Forsan",1,143,2,5,X,Alternate,2013,1A,District,5,LIT
"Farwell H S, Farwell",1,131,3,,,,2013,1A,District,5,LIT
"Sudan HS, Sudan",1,129,4,,,,2013,1A,District,5,LIT
"Morton HS, Morton",1,123,5,,,,2013,1A,District,5,LIT
"Plains HS, Plains",1,122,6,,,,2013,1A,District,5,LIT
"Sundown H S, Sundown",1,122,6,,,,2013,1A,District,5,LIT
"Smyer H S, Smyer",1,94,8,,,,2013,1A,District,5,LIT
"Springlake H S, Earth",1,86,9,,,,2013,1A,District,5,LIT
"Sundown H S, Sundown",1,462,1,10,X,Region,2013,1A,District,5,MTH
"Forsan HS, Forsan",1,326,2,5,X,Alternate,2013,1A,District,5,MTH
"Plains HS, Plains",1,286,3,,,,2013,1A,District,5,MTH
"Sudan HS, Sudan",1,236,4,,,,2013,1A,District,5,MTH
"Springlake H S, Earth",1,176,5,,,,2013,1A,District,5,MTH
"Morton HS, Morton",1,108,6,,,,2013,1A,District,5,MTH
"Tahoka HS, Tahoka",1,102,7,,,,2013,1A,District,5,MTH
"Bovina HS, Bovina",1,90,8,,,,2013,1A,District,5,MTH
"Farwell H S, Farwell",1,74,9,,,,2013,1A,District,5,MTH
"Seagraves H S, Seagraves",1,38,10,,,,2013,1A,District,5,MTH
"Smyer H S, Smyer",1,28,11,,,,2013,1A,District,5,MTH
"Sundown H S, Sundown",1,248,1,10,X,Region,2013,1A,District,5,NUM
"Forsan HS, Forsan",1,237,2,5,X,Alternate,2013,1A,District,5,NUM
"Plains HS, Plains",1,164,3,,,,2013,1A,District,5,NUM
"Sudan HS, Sudan",1,164,3,,,,2013,1A,District,5,NUM
"Tahoka HS, Tahoka",1,164,3,,,,2013,1A,District,5,NUM
"Springlake H S, Earth",1,67,6,,,,2013,1A,District,5,NUM
"Morton HS, Morton",1,62,7,,,,2013,1A,District,5,NUM
"Seagraves H S, Seagraves",1,62,7,,,,2013,1A,District,5,NUM
"Bovina HS, Bovina",1,41,9,,,,2013,1A,District,5,NUM
"Smyer H S, Smyer",1,19,10,,,,2013,1A,District,5,NUM
"Farwell H S, Farwell",1,-4,11,,,,2013,1A,District,5,NUM
