School,Team,Score,Place,Points,Medal,Advance,Year,Conference,Level,Bracket,Event
"Booker H S, Booker",1,78,8,,,,2004,1A,District,2,MTH
"Stratford H S, Stratford",1,76,9,,,,2004,1A,District,2,MTH
"Memphis H S, Memphis",1,10,10,,,,2004,1A,District,2,MTH
"Stratford H S, Stratford",1,221,1,10,X,Region,2004,1A,District,2,NUM
"Wheeler H S, Wheeler",1,181,2,5,X,Alternate,2004,1A,District,2,NUM
"Vega H S, Vega",1,137,3,,,,2004,1A,District,2,NUM
"Gruver H S, Gruver",1,133,4,,,,2004,1A,District,2,NUM
"Wellington H S, Wellington",1,122,5,,,,2004,1A,District,2,NUM
"Shamrock H S, Shamrock",1,90,6,,,,2004,1A,District,2,NUM
"White Deer H S, White Deer",1,58,7,,,,2004,1A,District,2,NUM
"Clarendon H S, Clarendon",1,22,8,,,,2004,1A,District,2,NUM
"Sunray H S, Sunray",1,15,9,,,,2004,1A,District,2,NUM
Top Scorer Biology,"Urbanczyk , Kesli",Vega H S,3,2004,1A,District,2,SCI
Top Scorer Chemistry,"Simmons , Truett",Vega H S,3,2004,1A,District,2,SCI
Chemistry Alternate,"Richardson , Rachael",Vega H S,0,2004,1A,District,2,SCI
Top Scorer Physics,"Friemel , Maxie",Vega H S,3,2004,1A,District,2,SCI
Physics Alternate,"Leeper , Tim",Clarendon H S,0,2004,1A,District,2,SCI
"Vega H S, Vega",1,422,1,10,X,Region,2004,1A,District,2,SCI
"Wheeler H S, Wheeler",1,232,2,5,X,Alternate,2004,1A,District,2,SCI
"Clarendon H S, Clarendon",1,84,3,,,,2004,1A,District,2,SCI
"Sunray H S, Sunray",1,56,4,,,,2004,1A,District,2,SCI
"Wheeler H S, Wheeler",1,170,1,10,X,Region,2004,1A,District,2,SOC
"Shamrock H S, Shamrock",1,160,2,5,X,Alternate,2004,1A,District,2,SOC
"Clarendon H S, Clarendon",1,148,3,,,,2004,1A,District,2,SOC
"White Deer H S, White Deer",1,112,4,,,,2004,1A,District,2,SOC
"Wellington H S, Wellington",1,99,5,,,,2004,1A,District,2,SOC
"Stratford H S, Stratford",1,89,6,,,,2004,1A,District,2,SOC
"Memphis H S, Memphis",1,83,7,,,,2004,1A,District,2,SOC
"Stratford H S, Stratford",1,1,10,X,,2004,1A,District,2,SPE
"Sunray H S, Sunray",1,2,5,X,,2004,1A,District,2,SPE
"Wellington H S, Wellington",1,3,,,,2004,1A,District,2,SPE
"Gruver H S, Gruver",1,4,,,,2004,1A,District,2,SPE
"Clarendon H S, Clarendon",1,5,,,,2004,1A,District,2,SPE
"Wheeler H S, Wheeler",1,5,,,,2004,1A,District,2,SPE
"Booker H S, Booker",1,7,,,,2004,1A,District,2,SPE
"Shamrock H S, Shamrock",1,8,,,,2004,1A,District,2,SPE
"Stratford H S, Stratford",1,214,1,10,X,Region,2004,1A,District,2,SPV
"Claude H S, Claude",1,206,2,5,X,Alternate,2004,1A,District,2,SPV
"Booker H S, Booker",1,174,3,,,,2004,1A,District,2,SPV
"Shamrock H S, Shamrock",1,169,4,,,,2004,1A,District,2,SPV
"Gruver H S, Gruver",1,139,5,,,,2004,1A,District,2,SPV
"Wellington H S, Wellington",1,92,6,,,,2004,1A,District,2,SPV
"Lazbuddie H S, Lazbuddie",1,1063,1,10,X,Region,2004,1A,District,3,ACC
"Hedley H S, Hedley",1,558,1,10,X,Region,2004,1A,District,3,CAL
"Nazareth H S, Nazareth",1,546,2,5,X,Alternate,2004,1A,District,3,CAL
"Silverton H S, Silverton",1,200,3,,,,2004,1A,District,3,CAL
"Cotton Center H S, Cotton Center",1,105,4,,,,2004,1A,District,3,CAL
"Spade H S, Spade",1,35,1,10,X,Region,2004,1A,District,3,CSC
"Nazareth H S, Nazareth",1,"Ross Birkenfeld , Andrew Brockman",1,20,X,State,2004,1A,District,3,CXD
"Nazareth H S, Nazareth",2,"Megan Lemons , Brady Schulte",2,16,X,State,2004,1A,District,3,CXD
"Hedley H S, Hedley",1,68,1,10,X,Region,2004,1A,District,3,CIE
"Cotton Center H S, Cotton Center",1,51,2,5,X,Alternate,2004,1A,District,3,CIE
"Silverton H S, Silverton",1,49,3,,,,2004,1A,District,3,CIE
"Happy H S, Happy",1,48,4,,,,2004,1A,District,3,CIE
"Nazareth H S, Nazareth",1,48,4,,,,2004,1A,District,3,CIE
"Groom H S, Groom",1,42,6,,,,2004,1A,District,3,CIE
"Valley H S, Turkey",1,38,7,,,,2004,1A,District,3,CIE
"Nazareth H S, Nazareth",1,1,10,X,,2004,1A,District,3,JRN
"Groom H S, Groom",1,2,5,X,,2004,1A,District,3,JRN
"Cotton Center H S, Cotton Center",1,3,,,,2004,1A,District,3,JRN
"Happy H S, Happy",1,4,,,,2004,1A,District,3,JRN
"Hedley H S, Hedley",1,5,,,,2004,1A,District,3,JRN
"Amherst H S, Amherst",1,135,1,10,X,Region,2004,1A,District,3,LIT
"Cotton Center H S, Cotton Center",1,120,2,5,X,Alternate,2004,1A,District,3,LIT
"Lazbuddie H S, Lazbuddie",1,105,3,,,,2004,1A,District,3,LIT
"Silverton H S, Silverton",1,86,4,,,,2004,1A,District,3,LIT
"Hedley H S, Hedley",1,279,1,10,X,Region,2004,1A,District,3,MTH
"Nazareth H S, Nazareth",1,162,2,5,X,Alternate,2004,1A,District,3,MTH
"Silverton H S, Silverton",1,150,3,,,,2004,1A,District,3,MTH
"Spade H S, Spade",1,122,4,,,,2004,1A,District,3,MTH
"Lazbuddie H S, Lazbuddie",1,118,5,,,,2004,1A,District,3,MTH
"Groom H S, Groom",1,88,6,,,,2004,1A,District,3,MTH
"Happy H S, Happy",1,62,7,,,,2004,1A,District,3,MTH
"McLean H S, McLean",1,48,8,,,,2004,1A,District,3,MTH
"Hedley H S, Hedley",1,163,1,10,X,Region,2004,1A,District,3,NUM
"Nazareth H S, Nazareth",1,122,2,5,X,Alternate,2004,1A,District,3,NUM
"Silverton H S, Silverton",1,114,3,,,,2004,1A,District,3,NUM
"Happy H S, Happy",1,35,4,,,,2004,1A,District,3,NUM
"Cotton Center H S, Cotton Center",1,23,5,,,,2004,1A,District,3,NUM
"Cotton Center H S, Cotton Center",1,1,40,X,Region,2004,1A,District,3,OAP
"Silverton H S, Silverton",1,1,38,X,Region,2004,1A,District,3,OAP
"Lazbuddie H S, Lazbuddie",1,3,29,,Alternate,2004,1A,District,3,OAP
Top Scorer Chemistry,"Rowland , Treva M",Hedley H S,3,2004,1A,District,3,SCI
Top Scorer Chemistry,"Howard , Stephen",Hedley H S,3,2004,1A,District,3,SCI
Physics Alternate,"Howard , Stephen",Hedley H S,0,2004,1A,District,3,SCI
Top Scorer Biology,"Cruse , Amanda",Happy H S,3,2004,1A,District,3,SCI
Biology Alternate,"Young , Tanner",Silverton H S,0,2004,1A,District,3,SCI
Top Scorer Physics,"West , Clint",Amherst H S,3,2004,1A,District,3,SCI
"Hedley H S, Hedley",1,288,1,10,X,Region,2004,1A,District,3,SCI
"Silverton H S, Silverton",1,180,2,5,X,Alternate,2004,1A,District,3,SCI
"Happy H S, Happy",1,148,3,,,,2004,1A,District,3,SCI
"Nazareth H S, Nazareth",1,114,4,,,,2004,1A,District,3,SCI
"Amherst H S, Amherst",1,110,5,,,,2004,1A,District,3,SCI
"Groom H S, Groom",1,100,6,,,,2004,1A,District,3,SCI
"Lazbuddie H S, Lazbuddie",1,68,7,,,,2004,1A,District,3,SCI
"Valley H S, Turkey",1,56,8,,,,2004,1A,District,3,SCI
"Spade H S, Spade",1,52,9,,,,2004,1A,District,3,SCI
"Cotton Center H S, Cotton Center",1,50,10,,,,2004,1A,District,3,SCI
"Samnorwood H S, Samnorwood",1,44,11,,,,2004,1A,District,3,SCI
"McLean H S, McLean",1,34,12,,,,2004,1A,District,3,SCI
"Hedley H S, Hedley",1,144,1,10,X,Region,2004,1A,District,3,SOC
"Silverton H S, Silverton",1,133,2,5,X,Alternate,2004,1A,District,3,SOC
"Cotton Center H S, Cotton Center",1,121,3,,,,2004,1A,District,3,SOC
"Happy H S, Happy",1,114,4,,,,2004,1A,District,3,SOC
"Amherst H S, Amherst",1,113,5,,,,2004,1A,District,3,SOC
"Nazareth H S, Nazareth",1,1,10,X,,2004,1A,District,3,SPE
"Cotton Center H S, Cotton Center",1,2,5,X,,2004,1A,District,3,SPE
"Silverton H S, Silverton",1,3,,,,2004,1A,District,3,SPE
"Happy H S, Happy",1,4,,,,2004,1A,District,3,SPE
"McLean H S, McLean",1,5,,,,2004,1A,District,3,SPE
"Lazbuddie H S, Lazbuddie",1,6,,,,2004,1A,District,3,SPE
"Amherst H S, Amherst",1,7,,,,2004,1A,District,3,SPE
"Hedley H S, Hedley",1,8,,,,2004,1A,District,3,SPE
"Samnorwood H S, Samnorwood",1,9,,,,2004,1A,District,3,SPE
"Cotton Center H S, Cotton Center",1,224,1,10,X,Region,2004,1A,District,3,SPV
"Silverton H S, Silverton",1,140,2,5,X,Alternate,2004,1A,District,3,SPV
"Happy H S, Happy",1,123,3,,,,2004,1A,District,3,SPV
"Groom H S, Groom",1,109,4,,,,2004,1A,District,3,SPV
"Valley H S, Turkey",1,91,5,,,,2004,1A,District,3,SPV
"Farwell H S, Farwell",1,837,1,10,X,Region,2004,1A,District,4,ACC
"Sudan H S, Sudan",1,598,2,5,X,Alternate,2004,1A,District,4,ACC
"Springlake H S, Earth",1,421,3,,,,2004,1A,District,4,ACC
"Plains H S, Plains",1,341,4,,,,2004,1A,District,4,ACC
"Sundown H S, Sundown",1,318,5,,,,2004,1A,District,4,ACC
"Bovina H S, Bovina",1,247,6,,,,2004,1A,District,4,ACC
"Plains H S, Plains",1,636,1,10,X,Region,2004,1A,District,4,CAL
"Sundown H S, Sundown",1,550,2,5,X,Alternate,2004,1A,District,4,CAL
"Sudan H S, Sudan",1,363,3,,,,2004,1A,District,4,CAL
"Springlake H S, Earth",1,333,4,,,,2004,1A,District,4,CAL
"Whiteface H S, Whiteface",1,219,5,,,,2004,1A,District,4,CAL
"Farwell H S, Farwell",1,156,6,,,,2004,1A,District,4,CAL
"Bovina H S, Bovina",1,90,7,,,,2004,1A,District,4,CAL
"Smyer H S, Smyer",1,18,8,,,,2004,1A,District,4,CAL
"Plains H S, Plains",1,338,1,10,X,Region,2004,1A,District,4,CSC
"Springlake H S, Earth",1,206,2,5,X,Alternate,2004,1A,District,4,CSC
"Whiteface H S, Whiteface",1,136,3,,,,2004,1A,District,4,CSC
"Sudan H S, Sudan",1,72,4,,,,2004,1A,District,4,CSC
"Sudan H S, Sudan",1,"Ashtyn Ammons , Tamara Gore",1,20,X,State,2004,1A,District,4,CXD
"Springlake H S, Earth",1,"Kendra Banks , Zeth Collum",2,16,X,State,2004,1A,District,4,CXD
"Sudan H S, Sudan",2,"Ashley Robertson , Myeshia Williams",3,12,X,Alternate,2004,1A,District,4,CXD
"Farwell H S, Farwell",1,"Ashley Hartzog , Justin Ware",4,10,X,,2004,1A,District,4,CXD
"Farwell H S, Farwell",1,52,1,10,X,Region,2004,1A,District,4,CIE
"Sundown H S, Sundown",1,46,2,5,X,Alternate,2004,1A,District,4,CIE
"Sudan H S, Sudan",1,45,3,,,,2004,1A,District,4,CIE
"Plains H S, Plains",1,44,4,,,,2004,1A,District,4,CIE
"Anton H S, Anton",1,35,5,,,,2004,1A,District,4,CIE
"Springlake H S, Earth",1,30,6,,,,2004,1A,District,4,CIE
"Whiteface H S, Whiteface",1,29,7,,,,2004,1A,District,4,CIE
"Plains H S, Plains",1,1,10,X,,2004,1A,District,4,JRN
"Springlake H S, Earth",1,2,5,X,,2004,1A,District,4,JRN
"Morton H S, Morton",1,3,,,,2004,1A,District,4,JRN
"Hart H S, Hart",1,4,,,,2004,1A,District,4,JRN
"Smyer H S, Smyer",1,5,,,,2004,1A,District,4,JRN
"Whiteface H S, Whiteface",1,6,,,,2004,1A,District,4,JRN
"Anton H S, Anton",1,7,,,,2004,1A,District,4,JRN
"Sudan H S, Sudan",1,7,,,,2004,1A,District,4,JRN
"Farwell H S, Farwell",1,9,,,,2004,1A,District,4,JRN
"Sundown H S, Sundown",1,10,,,,2004,1A,District,4,JRN
"Anton H S, Anton",1,218,1,10,X,Region,2004,1A,District,4,LIT
"Whiteface H S, Whiteface",1,149,2,5,X,Alternate,2004,1A,District,4,LIT
"Smyer H S, Smyer",1,146,3,,,,2004,1A,District,4,LIT
"Sudan H S, Sudan",1,131,4,,,,2004,1A,District,4,LIT
"Kress H S, Kress",1,113,5,,,,2004,1A,District,4,LIT
"Plains H S, Plains",1,112,6,,,,2004,1A,District,4,LIT
"Bovina H S, Bovina",1,92,7,,,,2004,1A,District,4,LIT
"Plains H S, Plains",1,348,1,10,X,Region,2004,1A,District,4,MTH
"Springlake H S, Earth",1,322,2,5,X,Alternate,2004,1A,District,4,MTH
"Sundown H S, Sundown",1,206,3,,,,2004,1A,District,4,MTH
"Sudan H S, Sudan",1,124,4,,,,2004,1A,District,4,MTH
"Whiteface H S, Whiteface",1,92,5,,,,2004,1A,District,4,MTH
"Farwell H S, Farwell",1,90,6,,,,2004,1A,District,4,MTH
"Morton H S, Morton",1,88,7,,,,2004,1A,District,4,MTH
"Smyer H S, Smyer",1,86,8,,,,2004,1A,District,4,MTH
"Hart H S, Hart",1,68,9,,,,2004,1A,District,4,MTH
"Springlake H S, Earth",1,371,1,10,X,Region,2004,1A,District,4,NUM
"Plains H S, Plains",1,351,2,5,X,Alternate,2004,1A,District,4,NUM
"Sundown H S, Sundown",1,175,3,,,,2004,1A,District,4,NUM
"Sudan H S, Sudan",1,48,4,,,,2004,1A,District,4,NUM
"Hart H S, Hart",1,39,5,,,,2004,1A,District,4,NUM
"Smyer H S, Smyer",1,33,6,,,,2004,1A,District,4,NUM
"Bovina H S, Bovina",1,19,7,,,,2004,1A,District,4,NUM
"Whiteface H S, Whiteface",1,16,8,,,,2004,1A,District,4,NUM
"Anton H S, Anton",1,1,9,,,,2004,1A,District,4,NUM
"Sudan H S, Sudan",1,1,36,X,Region,2004,1A,District,4,OAP
"Whiteface H S, Whiteface",1,1,48,X,Region,2004,1A,District,4,OAP
"Farwell H S, Farwell",1,3,23,,Alternate,2004,1A,District,4,OAP
Top Scorer Chemistry,"Miller , Russell L.",Springlake H S,3,2004,1A,District,4,SCI
Top Scorer Physics,"Miller , Russell L.",Springlake H S,3,2004,1A,District,4,SCI
Top Scorer Biology,"Newsom , Nolan",Plains H S,3,2004,1A,District,4,SCI
Biology Alternate,"Gaskins , Holly B.",Sundown H S,0,2004,1A,District,4,SCI
Chemistry Alternate,"Maxwell , Evan",Sudan H S,0,2004,1A,District,4,SCI
Physics Alternate,"Marquez , Tisha",Springlake H S,0,2004,1A,District,4,SCI
"Springlake H S, Earth",1,302,1,10,X,Region,2004,1A,District,4,SCI
"Sundown H S, Sundown",1,220,2,5,X,Alternate,2004,1A,District,4,SCI
"Plains H S, Plains",1,184,3,,,,2004,1A,District,4,SCI
"Sudan H S, Sudan",1,170,4,,,,2004,1A,District,4,SCI
"Morton H S, Morton",1,96,5,,,,2004,1A,District,4,SCI
"Smyer H S, Smyer",1,88,6,,,,2004,1A,District,4,SCI
"Anton H S, Anton",1,68,7,,,,2004,1A,District,4,SCI
"Whiteface H S, Whiteface",1,66,8,,,,2004,1A,District,4,SCI
"Farwell H S, Farwell",1,64,9,,,,2004,1A,District,4,SCI
"Bovina H S, Bovina",1,18,10,,,,2004,1A,District,4,SCI
"Anton H S, Anton",1,181,1,10,X,Region,2004,1A,District,4,SOC
"Sudan H S, Sudan",1,145,2,5,X,Alternate,2004,1A,District,4,SOC
"Farwell H S, Farwell",1,135,3,,,,2004,1A,District,4,SOC
"Springlake H S, Earth",1,124,4,,,,2004,1A,District,4,SOC
"Whiteface H S, Whiteface",1,119,5,,,,2004,1A,District,4,SOC
"Hart H S, Hart",1,102,6,,,,2004,1A,District,4,SOC
"Plains H S, Plains",1,102,6,,,,2004,1A,District,4,SOC
"Sundown H S, Sundown",1,75,8,,,,2004,1A,District,4,SOC
"Smyer H S, Smyer",1,71,9,,,,2004,1A,District,4,SOC
"Bovina H S, Bovina",1,70,10,,,,2004,1A,District,4,SOC
"Whiteface H S, Whiteface",1,1,10,X,,2004,1A,District,4,SPE
"Sudan H S, Sudan",1,2,5,X,,2004,1A,District,4,SPE
"Sundown H S, Sundown",1,3,,,,2004,1A,District,4,SPE
"Springlake H S, Earth",1,4,,,,2004,1A,District,4,SPE
"Farwell H S, Farwell",1,5,,,,2004,1A,District,4,SPE
"Hart H S, Hart",1,6,,,,2004,1A,District,4,SPE
"Plains H S, Plains",1,7,,,,2004,1A,District,4,SPE
"Smyer H S, Smyer",1,7,,,,2004,1A,District,4,SPE
"Anton H S, Anton",1,142,1,10,X,Region,2004,1A,District,4,SPV
"Whiteface H S, Whiteface",1,137,2,5,X,Alternate,2004,1A,District,4,SPV
"Plains H S, Plains",1,134,3,,,,2004,1A,District,4,SPV
"Sundown H S, Sundown",1,125,4,,,,2004,1A,District,4,SPV
"Sudan H S, Sudan",1,122,5,,,,2004,1A,District,4,SPV
"Farwell H S, Farwell",1,111,6,,,,2004,1A,District,4,SPV
"Bovina H S, Bovina",1,105,7,,,,2004,1A,District,4,SPV
"Springlake H S, Earth",1,91,8,,,,2004,1A,District,4,SPV
"Loop H S, Loop",1,958,1,10,X,Region,2004,1A,District,5,ACC
"Whitharral H S, Whitharral",1,382,2,5,X,Alternate,2004,1A,District,5,ACC
"Motley County H S, Matador",1,363,3,,,,2004,1A,District,5,ACC
"Spur H S, Spur",1,339,4,,,,2004,1A,District,5,ACC
"Meadow H S, Meadow",1,102,5,,,,2004,1A,District,5,ACC
"Whitharral H S, Whitharral",1,504,1,10,X,Region,2004,1A,District,5,CAL
"Wellman-Union H S, Wellman",1,403,2,5,X,Alternate,2004,1A,District,5,CAL
"Meadow H S, Meadow",1,320,3,,,,2004,1A,District,5,CAL
"Loop H S, Loop",1,287,4,,,,2004,1A,District,5,CAL
"Spur H S, Spur",1,269,5,,,,2004,1A,District,5,CAL
"Ropes H S, Ropesville",1,229,6,,,,2004,1A,District,5,CAL
"Patton Springs H S, Afton",1,180,7,,,,2004,1A,District,5,CAL
"Southland H S, Southland",1,148,8,,,,2004,1A,District,5,CAL
"Wilson H S, Wilson",1,10,9,,,,2004,1A,District,5,CAL
"Loop H S, Loop",1,168,1,10,X,Region,2004,1A,District,5,CSC
"Whitharral H S, Whitharral",1,"Daniel Albus , Jeannie Kirkland",1,20,X,State,2004,1A,District,5,CXD
"Wellman-Union H S, Wellman",1,"Blaze Currie , Mandee Rolen",2,16,X,State,2004,1A,District,5,CXD
"Whitharral H S, Whitharral",2,"Dustin McCutchen , Tawny Mills",3,12,X,Alternate,2004,1A,District,5,CXD
"Loop H S, Loop",1,"Kasha Mitchell , Trey Scott",4,10,X,,2004,1A,District,5,CXD
"Wilson H S, Wilson",1,56,1,10,X,Region,2004,1A,District,5,CIE
"Motley County H S, Matador",1,55,2,5,X,Alternate,2004,1A,District,5,CIE
"Whitharral H S, Whitharral",1,51,3,,,,2004,1A,District,5,CIE
"Ropes H S, Ropesville",1,43,4,,,,2004,1A,District,5,CIE
"Southland H S, Southland",1,41,5,,,,2004,1A,District,5,CIE
"Meadow H S, Meadow",1,40,6,,,,2004,1A,District,5,CIE
"Spur H S, Spur",1,40,6,,,,2004,1A,District,5,CIE
"Patton Springs H S, Afton",1,30,8,,,,2004,1A,District,5,CIE
"Loop H S, Loop",1,22,9,,,,2004,1A,District,5,CIE
"Whitharral H S, Whitharral",1,1,10,X,,2004,1A,District,5,JRN
"Wellman-Union H S, Wellman",1,2,5,X,,2004,1A,District,5,JRN
"Loop H S, Loop",1,3,,,,2004,1A,District,5,JRN
"Patton Springs H S, Afton",1,4,,,,2004,1A,District,5,JRN
"Meadow H S, Meadow",1,5,,,,2004,1A,District,5,JRN
"Southland H S, Southland",1,6,,,,2004,1A,District,5,JRN
"Ropes H S, Ropesville",1,7,,,,2004,1A,District,5,JRN
"New Home H S, New Home",1,8,,,,2004,1A,District,5,JRN
"New Home H S, New Home",1,161,1,10,X,Region,2004,1A,District,5,LIT
"Wellman-Union H S, Wellman",1,135,2,5,X,Alternate,2004,1A,District,5,LIT
"Whitharral H S, Whitharral",1,120,3,,,,2004,1A,District,5,LIT
"Motley County H S, Matador",1,93,4,,,,2004,1A,District,5,LIT
"Southland H S, Southland",1,58,5,,,,2004,1A,District,5,LIT
"Ropes H S, Ropesville",1,51,6,,,,2004,1A,District,5,LIT
"Loop H S, Loop",1,47,7,,,,2004,1A,District,5,LIT
"Ropes H S, Ropesville",1,172,1,10,X,Region,2004,1A,District,5,MTH
"Whitharral H S, Whitharral",1,156,2,5,X,Alternate,2004,1A,District,5,MTH
"Meadow H S, Meadow",1,138,3,,,,2004,1A,District,5,MTH
"Loop H S, Loop",1,130,4,,,,2004,1A,District,5,MTH
"Wellman-Union H S, Wellman",1,126,5,,,,2004,1A,District,5,MTH
"Southland H S, Southland",1,122,6,,,,2004,1A,District,5,MTH
"Spur H S, Spur",1,88,7,,,,2004,1A,District,5,MTH
"Wilson H S, Wilson",1,18,8,,,,2004,1A,District,5,MTH
"Motley County H S, Matador",1,14,9,,,,2004,1A,District,5,MTH
"Meadow H S, Meadow",1,93,1,10,X,Region,2004,1A,District,5,NUM
"Whitharral H S, Whitharral",1,85,2,5,X,Alternate,2004,1A,District,5,NUM
"Ropes H S, Ropesville",1,82,3,,,,2004,1A,District,5,NUM
"Loop H S, Loop",1,81,4,,,,2004,1A,District,5,NUM
"Wellman-Union H S, Wellman",1,71,5,,,,2004,1A,District,5,NUM
"Motley County H S, Matador",1,40,6,,,,2004,1A,District,5,NUM
"Spur H S, Spur",1,39,7,,,,2004,1A,District,5,NUM
"Southland H S, Southland",1,31,8,,,,2004,1A,District,5,NUM
"Wilson H S, Wilson",1,19,9,,,,2004,1A,District,5,NUM
"Patton Springs H S, Afton",1,15,10,,,,2004,1A,District,5,NUM
Top Scorer Biology,"Moore , Jessica",Loop H S,3,2004,1A,District,5,SCI
Top Scorer Chemistry,"Cowan , Josh",Ropes H S,3,2004,1A,District,5,SCI
Physics Alternate,"Bayer , Travis",Meadow H S,0,2004,1A,District,5,SCI
Chemistry Alternate,"Lynsky , Matthew",Ropes H S,0,2004,1A,District,5,SCI
Biology Alternate,"Whitfield , Josh",Loop H S,0,2004,1A,District,5,SCI
Top Scorer Physics,"Rose , Quinten",Motley County H S,3,2004,1A,District,5,SCI
"Ropes H S, Ropesville",1,184,1,10,X,Region,2004,1A,District,5,SCI
"Loop H S, Loop",1,170,2,5,X,Alternate,2004,1A,District,5,SCI
"Meadow H S, Meadow",1,138,3,,,,2004,1A,District,5,SCI
"Wellman-Union H S, Wellman",1,96,4,,,,2004,1A,District,5,SCI
"Motley County H S, Matador",1,46,5,,,,2004,1A,District,5,SCI
"New Home H S, New Home",1,46,5,,,,2004,1A,District,5,SCI
"Southland H S, Southland",1,46,5,,,,2004,1A,District,5,SCI
"Spur H S, Spur",1,38,8,,,,2004,1A,District,5,SCI
"Wilson H S, Wilson",1,26,9,,,,2004,1A,District,5,SCI
"Loop H S, Loop",1,121,1,10,X,Region,2004,1A,District,5,SOC
"Wellman-Union H S, Wellman",1,116,2,5,X,Alternate,2004,1A,District,5,SOC
"Wilson H S, Wilson",1,115,3,,,,2004,1A,District,5,SOC
"Whitharral H S, Whitharral",1,113,4,,,,2004,1A,District,5,SOC
"Motley County H S, Matador",1,113,4,,,,2004,1A,District,5,SOC
"Southland H S, Southland",1,91,6,,,,2004,1A,District,5,SOC
"Patton Springs H S, Afton",1,81,7,,,,2004,1A,District,5,SOC
"Ropes H S, Ropesville",1,42,8,,,,2004,1A,District,5,SOC
"Wellman-Union H S, Wellman",1,1,,X,,2004,1A,District,5,SPE
"Loop H S, Loop",1,2,,X,,2004,1A,District,5,SPE
"Whitharral H S, Whitharral",1,3,,,,2004,1A,District,5,SPE
"Ropes H S, Ropesville",1,4,,,,2004,1A,District,5,SPE
"Meadow H S, Meadow",1,5,,,,2004,1A,District,5,SPE
"Spur H S, Spur",1,6,,,,2004,1A,District,5,SPE
"Meadow H S, Meadow",1,150,1,10,X,Region,2004,1A,District,5,SPV
"Whitharral H S, Whitharral",1,146,2,5,X,Alternate,2004,1A,District,5,SPV
"Southland H S, Southland",1,119,3,,,,2004,1A,District,5,SPV
