School,Team,Score,Place,Points,Medal,Advance,Year,Conference,Level,Bracket,Event
"Eldorado HS, Eldorado",1,94,7,,,,2009,1A,District,1,NUM
"Christoval HS, Christoval",1,92,8,,,,2009,1A,District,1,NUM
"Irion Co HS, Mertzon",1,40,9,,,,2009,1A,District,1,NUM
"Marfa HS, Marfa",1,25,10,,,,2009,1A,District,1,NUM
"Fort Hancock HS, Fort Hancock",1,2,11,,,,2009,1A,District,1,NUM
"Wink HS, Wink",1,1,42,X,Region,2009,1A,District,1,OAP
"Irion Co HS, Mertzon",1,2,40,X,Region,2009,1A,District,1,OAP
"McCamey H S, McCamey",1,3,27,,Alternate,2009,1A,District,1,OAP
"Christoval HS, Christoval",1,4,10,,,2009,1A,District,1,OAP
"Irion Co HS, Mertzon",1,198,1,10,X,Region,2009,1A,District,1,SCI
"Eldorado HS, Eldorado",1,140,2,5,X,Alternate,2009,1A,District,1,SCI
"Forsan HS, Forsan",1,96,3,,,,2009,1A,District,1,SCI
"Stanton H S, Stanton",1,78,4,,,,2009,1A,District,1,SCI
"Wink HS, Wink",1,72,5,,,,2009,1A,District,1,SCI
"Van Horn HS, Van Horn",1,66,6,,,,2009,1A,District,1,SCI
"Christoval HS, Christoval",1,48,7,,,,2009,1A,District,1,SCI
"Marfa HS, Marfa",1,44,8,,,,2009,1A,District,1,SCI
"McCamey H S, McCamey",1,36,9,,,,2009,1A,District,1,SCI
"Wink HS, Wink",1,139,1,10,X,Region,2009,1A,District,1,SOC
"Christoval HS, Christoval",1,128,2,5,X,Alternate,2009,1A,District,1,SOC
"Iraan H S, Iraan",1,108,3,,,,2009,1A,District,1,SOC
"Irion Co HS, Mertzon",1,101,4,,,,2009,1A,District,1,SOC
"Eldorado HS, Eldorado",1,77,5,,,,2009,1A,District,1,SOC
"Forsan HS, Forsan",1,74,6,,,,2009,1A,District,1,SOC
"Iraan H S, Iraan",1,1,10,X,,2009,1A,District,1,SPE
"Wink HS, Wink",1,2,5,X,,2009,1A,District,1,SPE
"Forsan HS, Forsan",1,3,,,,2009,1A,District,1,SPE
"Christoval HS, Christoval",1,4,,,,2009,1A,District,1,SPE
"Irion Co HS, Mertzon",1,5,,,,2009,1A,District,1,SPE
"Stanton H S, Stanton",1,6,,,,2009,1A,District,1,SPE
"Marfa HS, Marfa",1,7,,,,2009,1A,District,1,SPE
"Eldorado HS, Eldorado",1,7,,,,2009,1A,District,1,SPE
"Wink HS, Wink",1,161,1,10,X,Region,2009,1A,District,1,SPV
"Irion Co HS, Mertzon",1,157,2,5,X,Alternate,2009,1A,District,1,SPV
"Iraan H S, Iraan",1,131,3,,,,2009,1A,District,1,SPV
"Forsan HS, Forsan",1,112,4,,,,2009,1A,District,1,SPV
"Christoval HS, Christoval",1,107,5,,,,2009,1A,District,1,SPV
"Stanton H S, Stanton",1,97,6,,,,2009,1A,District,1,SPV
"Van Horn HS, Van Horn",1,81,7,,,,2009,1A,District,1,SPV
"Eldorado HS, Eldorado",1,71,8,,,,2009,1A,District,1,SPV
"Rankin H S, Rankin",1,772,1,10,X,Region,2009,1A,District,2,ACC
"Sanderson H S, Sanderson",1,515,2,5,X,Alternate,2009,1A,District,2,ACC
"Comstock H S, Comstock",1,376,3,,,,2009,1A,District,2,ACC
"Fort Davis H S, Fort Davis",1,294,4,,,,2009,1A,District,2,ACC
"Comstock H S, Comstock",1,186,1,10,X,Region,2009,1A,District,2,CAL
"Fort Davis H S, Fort Davis",1,149,2,2.50,X,Alternate,2009,1A,District,2,CAL
"Sanderson H S, Sanderson",1,149,2,2.50,X,Alternate,2009,1A,District,2,CAL
"Balmorhea HS, Balmorhea",1,147,4,,,,2009,1A,District,2,CAL
"Sanderson H S, Sanderson",1,30,1,10,X,Region,2009,1A,District,2,CSC
"Comstock H S, Comstock",1,12,2,5,X,Alternate,2009,1A,District,2,CSC
"Buena Vista HS, Imperial",1,"Lee Jace , Doty Patrick",1,20,X,State,2009,1A,District,2,CXD
"Rankin H S, Rankin",1,"Cecilia Hernandez , K.T. Pruett",2,16,X,State,2009,1A,District,2,CXD
"Rankin H S, Rankin",2,"Jayton Fee , Jayton Templeton",3,12,X,Alternate,2009,1A,District,2,CXD
"Fort Davis H S, Fort Davis",1,"Jamie Hill , Winona Leon",4,10,X,,2009,1A,District,2,CXD
"Fort Davis H S, Fort Davis",1,41,1,10,X,Region,2009,1A,District,2,CIE
"Sierra Blanca H S, Sierra Blanca",1,35,2,5,X,Alternate,2009,1A,District,2,CIE
"Grandfalls-Royalty H S, Grandfalls",1,33,3,,,,2009,1A,District,2,CIE
"Sanderson H S, Sanderson",1,30,4,,,,2009,1A,District,2,CIE
"Comstock H S, Comstock",1,29,5,,,,2009,1A,District,2,CIE
"Balmorhea HS, Balmorhea",1,28,6,,,,2009,1A,District,2,CIE
"Rankin H S, Rankin",1,22,7,,,,2009,1A,District,2,CIE
"Comstock H S, Comstock",1,1,10,X,,2009,1A,District,2,JRN
"Fort Davis H S, Fort Davis",1,2,5,X,,2009,1A,District,2,JRN
"Big Bend HS, Terlingua",1,3,,,,2009,1A,District,2,JRN
"Balmorhea HS, Balmorhea",1,4,,,,2009,1A,District,2,JRN
"Sanderson H S, Sanderson",1,4,,,,2009,1A,District,2,JRN
"Rankin H S, Rankin",1,6,,,,2009,1A,District,2,JRN
"Valentine HS, Valentine",1,7,,,,2009,1A,District,2,JRN
"Grandfalls-Royalty H S, Grandfalls",1,8,,,,2009,1A,District,2,JRN
"Balmorhea HS, Balmorhea",1,100,1,10,X,Region,2009,1A,District,2,LIT
"Comstock H S, Comstock",1,93,2,5,X,Alternate,2009,1A,District,2,LIT
"Sanderson H S, Sanderson",1,82,3,,,,2009,1A,District,2,LIT
"Fort Davis H S, Fort Davis",1,75,4,,,,2009,1A,District,2,LIT
"Fort Davis H S, Fort Davis",1,284,1,10,X,Region,2009,1A,District,2,MTH
"Comstock H S, Comstock",1,114,2,5,X,Alternate,2009,1A,District,2,MTH
"Sanderson H S, Sanderson",1,112,3,,,,2009,1A,District,2,MTH
"Rankin H S, Rankin",1,78,4,,,,2009,1A,District,2,MTH
"Balmorhea HS, Balmorhea",1,66,5,,,,2009,1A,District,2,MTH
"Sierra Blanca H S, Sierra Blanca",1,36,6,,,,2009,1A,District,2,MTH
"Marathon HS, Marathon",1,22,7,,,,2009,1A,District,2,MTH
"Grandfalls-Royalty H S, Grandfalls",1,18,8,,,,2009,1A,District,2,MTH
"Fort Davis H S, Fort Davis",1,192,1,10,X,Region,2009,1A,District,2,NUM
"Sanderson H S, Sanderson",1,137,2,5,X,Alternate,2009,1A,District,2,NUM
"Balmorhea HS, Balmorhea",1,101,3,,,,2009,1A,District,2,NUM
"Comstock H S, Comstock",1,93,4,,,,2009,1A,District,2,NUM
"Sierra Blanca H S, Sierra Blanca",1,-12,5,,,,2009,1A,District,2,NUM
"Grandfalls-Royalty H S, Grandfalls",1,-16,6,,,,2009,1A,District,2,NUM
"Rankin H S, Rankin",1,-36,7,,,,2009,1A,District,2,NUM
"Fort Davis H S, Fort Davis",1,1,44,X,Region,2009,1A,District,2,OAP
"Big Bend HS, Terlingua",1,1,38,X,Region,2009,1A,District,2,OAP
"Comstock H S, Comstock",1,3,27,,Alternate,2009,1A,District,2,OAP
"Balmorhea HS, Balmorhea",1,126,1,10,X,Region,2009,1A,District,2,SCI
"Valentine HS, Valentine",1,118,2,5,X,Alternate,2009,1A,District,2,SCI
"Fort Davis H S, Fort Davis",1,112,3,,,,2009,1A,District,2,SCI
"Sanderson H S, Sanderson",1,98,4,,,,2009,1A,District,2,SCI
"Sierra Blanca H S, Sierra Blanca",1,68,5,,,,2009,1A,District,2,SCI
"Comstock H S, Comstock",1,66,6,,,,2009,1A,District,2,SCI
"Rankin H S, Rankin",1,56,7,,,,2009,1A,District,2,SCI
"Marathon HS, Marathon",1,-2,8,,,,2009,1A,District,2,SCI
"Balmorhea HS, Balmorhea",1,84,1,10,X,Region,2009,1A,District,2,SOC
"Comstock H S, Comstock",1,78,2,5,X,Alternate,2009,1A,District,2,SOC
"Sierra Blanca H S, Sierra Blanca",1,77,3,,,,2009,1A,District,2,SOC
"Sanderson H S, Sanderson",1,72,4,,,,2009,1A,District,2,SOC
"Rankin H S, Rankin",1,71,5,,,,2009,1A,District,2,SOC
"Grandfalls-Royalty H S, Grandfalls",1,55,6,,,,2009,1A,District,2,SOC
"Fort Davis H S, Fort Davis",1,1,10,X,,2009,1A,District,2,SPE
"Rankin H S, Rankin",1,2,5,X,,2009,1A,District,2,SPE
"Buena Vista HS, Imperial",1,3,,,,2009,1A,District,2,SPE
"Sanderson H S, Sanderson",1,4,,,,2009,1A,District,2,SPE
"Balmorhea HS, Balmorhea",1,5,,,,2009,1A,District,2,SPE
"Comstock H S, Comstock",1,6,,,,2009,1A,District,2,SPE
"Sierra Blanca H S, Sierra Blanca",1,7,,,,2009,1A,District,2,SPE
"Fort Davis H S, Fort Davis",1,166,1,10,X,Region,2009,1A,District,2,SPV
"Sanderson H S, Sanderson",1,120,2,5,X,Alternate,2009,1A,District,2,SPV
"Comstock H S, Comstock",1,100,3,,,,2009,1A,District,2,SPV
"Balmorhea HS, Balmorhea",1,96,4,,,,2009,1A,District,2,SPV
"Sierra Blanca H S, Sierra Blanca",1,67,5,,,,2009,1A,District,2,SPV
"Grandfalls-Royalty H S, Grandfalls",1,61,6,,,,2009,1A,District,2,SPV
"Rankin H S, Rankin",1,55,7,,,,2009,1A,District,2,SPV
"Buena Vista HS, Imperial",1,37,8,,,,2009,1A,District,2,SPV
"Morton HS, Morton",1,466,1,10,X,Region,2009,1A,District,3,ACC
"Tahoka HS, Tahoka",1,345,2,5,X,Alternate,2009,1A,District,3,ACC
"Plains HS, Plains",1,340,3,,,,2009,1A,District,3,ACC
"Plains HS, Plains",1,555,1,10,X,Region,2009,1A,District,3,CAL
"Tahoka HS, Tahoka",1,396,2,5,X,Alternate,2009,1A,District,3,CAL
"Morton HS, Morton",1,386,3,,,,2009,1A,District,3,CAL
"Crosbyton H S, Crosbyton",1,298,4,,,,2009,1A,District,3,CAL
"Sundown H S, Sundown",1,292,5,,,,2009,1A,District,3,CAL
"Whiteface HS, Whiteface",1,250,6,,,,2009,1A,District,3,CAL
"Ralls H S, Ralls",1,230,7,,,,2009,1A,District,3,CAL
"Smyer H S, Smyer",1,102,8,,,,2009,1A,District,3,CAL
"Seagraves H S, Seagraves",1,-52,9,,,,2009,1A,District,3,CAL
"Plains HS, Plains",1,288,1,10,X,Region,2009,1A,District,3,CSC
"Whiteface HS, Whiteface",1,160,2,5,X,Alternate,2009,1A,District,3,CSC
"Sundown H S, Sundown",1,148,3,,,,2009,1A,District,3,CSC
"Crosbyton H S, Crosbyton",1,79,4,,,,2009,1A,District,3,CSC
"Tahoka HS, Tahoka",1,56,5,,,,2009,1A,District,3,CSC
"Ralls H S, Ralls",1,6,6,,,,2009,1A,District,3,CSC
"Whiteface HS, Whiteface",1,"Kannen Richardson , Ashton Scott",1,20,X,State,2009,1A,District,3,CXD
"Whiteface HS, Whiteface",2,"Alexandria Gruhlkey , Bailey Wuthrich",2,16,X,State,2009,1A,District,3,CXD
"Sundown H S, Sundown",1,"Mackenzie Hodge , Skyelar Strickland",3,12,X,Alternate,2009,1A,District,3,CXD
"Whiteface HS, Whiteface",4,"Dillon Cox , Zach Wilbanks",4,10,X,,2009,1A,District,3,CXD
"Morton HS, Morton",1,64,1,10,X,Region,2009,1A,District,3,CIE
"Sundown H S, Sundown",1,43,2,5,X,Alternate,2009,1A,District,3,CIE
"Seagraves H S, Seagraves",1,39,3,,,,2009,1A,District,3,CIE
"Whiteface HS, Whiteface",1,39,3,,,,2009,1A,District,3,CIE
"Plains HS, Plains",1,34,5,,,,2009,1A,District,3,CIE
"Tahoka HS, Tahoka",1,34,5,,,,2009,1A,District,3,CIE
"Tahoka HS, Tahoka",1,1,10,X,,2009,1A,District,3,JRN
"Plains HS, Plains",1,2,5,X,,2009,1A,District,3,JRN
"Sundown H S, Sundown",1,3,,,,2009,1A,District,3,JRN
"Morton HS, Morton",1,4,,,,2009,1A,District,3,JRN
"New Deal H S, New Deal",1,5,,,,2009,1A,District,3,JRN
"Whiteface HS, Whiteface",1,6,,,,2009,1A,District,3,JRN
"Smyer H S, Smyer",1,7,,,,2009,1A,District,3,JRN
"Anton HS, Anton",1,174,1,10,X,Region,2009,1A,District,3,LIT
"Whiteface HS, Whiteface",1,155,2,5,X,Alternate,2009,1A,District,3,LIT
"Tahoka HS, Tahoka",1,143,3,,,,2009,1A,District,3,LIT
"Crosbyton H S, Crosbyton",1,111,4,,,,2009,1A,District,3,LIT
"Sundown H S, Sundown",1,98,5,,,,2009,1A,District,3,LIT
"Plains HS, Plains",1,81,6,,,,2009,1A,District,3,LIT
"Plains HS, Plains",1,382,1,10,X,Region,2009,1A,District,3,MTH
"Tahoka HS, Tahoka",1,234,2,5,X,Alternate,2009,1A,District,3,MTH
"Sundown H S, Sundown",1,166,3,,,,2009,1A,District,3,MTH
"Morton HS, Morton",1,120,4,,,,2009,1A,District,3,MTH
"Crosbyton H S, Crosbyton",1,118,5,,,,2009,1A,District,3,MTH
"Ralls H S, Ralls",1,116,6,,,,2009,1A,District,3,MTH
"Smyer H S, Smyer",1,78,7,,,,2009,1A,District,3,MTH
"Whiteface HS, Whiteface",1,48,8,,,,2009,1A,District,3,MTH
"Ralls H S, Ralls",1,196,1,10,X,Region,2009,1A,District,3,NUM
"Plains HS, Plains",1,170,2,5,X,Alternate,2009,1A,District,3,NUM
"Sundown H S, Sundown",1,134,3,,,,2009,1A,District,3,NUM
"Tahoka HS, Tahoka",1,132,4,,,,2009,1A,District,3,NUM
"Morton HS, Morton",1,129,5,,,,2009,1A,District,3,NUM
"Crosbyton H S, Crosbyton",1,93,6,,,,2009,1A,District,3,NUM
"Whiteface HS, Whiteface",1,60,7,,,,2009,1A,District,3,NUM
"New Deal H S, New Deal",1,49,8,,,,2009,1A,District,3,NUM
"Smyer H S, Smyer",1,-1,9,,,,2009,1A,District,3,NUM
"Seagraves H S, Seagraves",1,-34,10,,,,2009,1A,District,3,NUM
"Tahoka HS, Tahoka",1,1,34,X,Region,2009,1A,District,3,OAP
"Sundown H S, Sundown",1,1,46,X,Region,2009,1A,District,3,OAP
"Ralls H S, Ralls",1,3,27,,Alternate,2009,1A,District,3,OAP
"Crosbyton H S, Crosbyton",1,292,1,10,X,Region,2009,1A,District,3,SCI
"Sundown H S, Sundown",1,286,2,5,X,Alternate,2009,1A,District,3,SCI
"Seagraves H S, Seagraves",1,144,3,,,,2009,1A,District,3,SCI
"New Deal H S, New Deal",1,140,4,,,,2009,1A,District,3,SCI
"Whiteface HS, Whiteface",1,114,5,,,,2009,1A,District,3,SCI
"Plains HS, Plains",1,108,6,,,,2009,1A,District,3,SCI
"Tahoka HS, Tahoka",1,104,7,,,,2009,1A,District,3,SCI
"Morton HS, Morton",1,94,8,,,,2009,1A,District,3,SCI
"Ralls H S, Ralls",1,94,8,,,,2009,1A,District,3,SCI
"Smyer H S, Smyer",1,76,10,,,,2009,1A,District,3,SCI
"Anton HS, Anton",1,48,11,,,,2009,1A,District,3,SCI
"Anton HS, Anton",1,198,1,10,X,Region,2009,1A,District,3,SOC
"Sundown H S, Sundown",1,136,2,5,X,Alternate,2009,1A,District,3,SOC
"New Deal H S, New Deal",1,105,3,,,,2009,1A,District,3,SOC
"Plains HS, Plains",1,100,4,,,,2009,1A,District,3,SOC
"Seagraves H S, Seagraves",1,98,5,,,,2009,1A,District,3,SOC
"Morton HS, Morton",1,89,6,,,,2009,1A,District,3,SOC
"Ralls H S, Ralls",1,85,7,,,,2009,1A,District,3,SOC
"Whiteface HS, Whiteface",1,84,8,,,,2009,1A,District,3,SOC
"Tahoka HS, Tahoka",1,71,9,,,,2009,1A,District,3,SOC
"Whiteface HS, Whiteface",1,1,10,X,,2009,1A,District,3,SPE
"Sundown H S, Sundown",1,2,5,X,,2009,1A,District,3,SPE
"Plains HS, Plains",1,3,,,,2009,1A,District,3,SPE
"Smyer H S, Smyer",1,4,,,,2009,1A,District,3,SPE
"Morton HS, Morton",1,5,,,,2009,1A,District,3,SPE
"Ralls H S, Ralls",1,6,,,,2009,1A,District,3,SPE
"Seagraves H S, Seagraves",1,7,,,,2009,1A,District,3,SPE
"Crosbyton H S, Crosbyton",1,8,,,,2009,1A,District,3,SPE
"Whiteface HS, Whiteface",1,235,1,10,X,Region,2009,1A,District,3,SPV
"New Deal H S, New Deal",1,159,2,5,X,Alternate,2009,1A,District,3,SPV
"Tahoka HS, Tahoka",1,154,3,,,,2009,1A,District,3,SPV
"Morton HS, Morton",1,142,4,,,,2009,1A,District,3,SPV
"Plains HS, Plains",1,108,5,,,,2009,1A,District,3,SPV
"Ralls H S, Ralls",1,106,6,,,,2009,1A,District,3,SPV
"Sundown H S, Sundown",1,70,7,,,,2009,1A,District,3,SPV
"Loop HS, Loop",1,729,1,10,X,Region,2009,1A,District,4,ACC
"O'Donnell HS, O'Donnell",1,461,2,5,X,Alternate,2009,1A,District,4,ACC
"Wellman-Union HS, Wellman",1,338,3,,,,2009,1A,District,4,ACC
"Borden HS, Gail",1,366,1,10,X,Region,2009,1A,District,4,CAL
"Loop HS, Loop",1,348,2,5,X,Alternate,2009,1A,District,4,CAL
"O'Donnell HS, O'Donnell",1,328,3,,,,2009,1A,District,4,CAL
"Grady HS, Lenorah",1,287,4,,,,2009,1A,District,4,CAL
"Wellman-Union HS, Wellman",1,256,5,,,,2009,1A,District,4,CAL
"Dawson HS, Welch",1,165,6,,,,2009,1A,District,4,CAL
"Ira H S, Ira",1,105,7,,,,2009,1A,District,4,CAL
"Southland HS, Southland",1,74,8,,,,2009,1A,District,4,CAL
"Klondike HS, Lamesa",1,0,9,,,,2009,1A,District,4,CAL
"Sands HS, Ackerly",1,-103,10,,,,2009,1A,District,4,CAL
"Loop HS, Loop",1,382,1,10,X,Region,2009,1A,District,4,CSC
"Grady HS, Lenorah",1,"BENJAMIN KENNADY , MAXWELL KENNADY",1,20,X,State,2009,1A,District,4,CXD
"Borden HS, Gail",1,"John Hensley , Karl Lamming",2,16,X,State,2009,1A,District,4,CXD
"Borden HS, Gail",2,"Eric Espinoza , Brendan Tarleton",3,12,X,Alternate,2009,1A,District,4,CXD
"Grady HS, Lenorah",1,43,1,10,X,Region,2009,1A,District,4,CIE
"Borden HS, Gail",1,39,2,5,X,Alternate,2009,1A,District,4,CIE
"Wellman-Union HS, Wellman",1,35,3,,,,2009,1A,District,4,CIE
"O'Donnell HS, O'Donnell",1,34,4,,,,2009,1A,District,4,CIE
"Sands HS, Ackerly",1,31,5,,,,2009,1A,District,4,CIE
"Loop HS, Loop",1,30,6,,,,2009,1A,District,4,CIE
"Borden HS, Gail",1,1,10,X,,2009,1A,District,4,JRN
"Wellman-Union HS, Wellman",1,2,5,X,,2009,1A,District,4,JRN
"O'Donnell HS, O'Donnell",1,3,,,,2009,1A,District,4,JRN
"Grady HS, Lenorah",1,4,,,,2009,1A,District,4,JRN
"Sands HS, Ackerly",1,5,,,,2009,1A,District,4,JRN
"Loop HS, Loop",1,6,,,,2009,1A,District,4,JRN
"Ira H S, Ira",1,7,,,,2009,1A,District,4,JRN
"Wellman-Union HS, Wellman",1,131,1,10,X,Region,2009,1A,District,4,LIT
"Borden HS, Gail",1,125,2,5,X,Alternate,2009,1A,District,4,LIT
"Grady HS, Lenorah",1,115,3,,,,2009,1A,District,4,LIT
"Loop HS, Loop",1,89,4,,,,2009,1A,District,4,LIT
"O'Donnell HS, O'Donnell",1,77,5,,,,2009,1A,District,4,LIT
"Grady HS, Lenorah",1,158,1,10,X,Region,2009,1A,District,4,MTH
"O'Donnell HS, O'Donnell",1,122,2,5,X,Alternate,2009,1A,District,4,MTH
"Loop HS, Loop",1,98,3,,,,2009,1A,District,4,MTH
"Sands HS, Ackerly",1,62,4,,,,2009,1A,District,4,MTH
"Wilson HS, Wilson",1,48,5,,,,2009,1A,District,4,MTH
"Borden HS, Gail",1,40,6,,,,2009,1A,District,4,MTH
"Klondike HS, Lamesa",1,26,7,,,,2009,1A,District,4,MTH
"Southland HS, Southland",1,24,8,,,,2009,1A,District,4,MTH
"Wellman-Union HS, Wellman",1,24,8,,,,2009,1A,District,4,MTH
"Wellman-Union HS, Wellman",1,138,1,10,X,Region,2009,1A,District,4,NUM
"Loop HS, Loop",1,132,2,5,X,Alternate,2009,1A,District,4,NUM
"Grady HS, Lenorah",1,131,3,,,,2009,1A,District,4,NUM
"O'Donnell HS, O'Donnell",1,59,4,,,,2009,1A,District,4,NUM
"Sands HS, Ackerly",1,54,5,,,,2009,1A,District,4,NUM
"Dawson HS, Welch",1,42,6,,,,2009,1A,District,4,NUM
"Borden HS, Gail",1,40,7,,,,2009,1A,District,4,NUM
"Ira H S, Ira",1,18,8,,,,2009,1A,District,4,NUM
"Southland HS, Southland",1,-17,9,,,,2009,1A,District,4,NUM
"Borden HS, Gail",1,1,40,X,Region,2009,1A,District,4,OAP
"Grady HS, Lenorah",1,1,36,X,Region,2009,1A,District,4,OAP
"Wellman-Union HS, Wellman",1,3,31,,Alternate,2009,1A,District,4,OAP
"Loop HS, Loop",1,160,1,10,X,Region,2009,1A,District,4,SCI
"Sands HS, Ackerly",1,124,2,5,X,Alternate,2009,1A,District,4,SCI
"Borden HS, Gail",1,98,3,,,,2009,1A,District,4,SCI
"Dawson HS, Welch",1,92,4,,,,2009,1A,District,4,SCI
"Grady HS, Lenorah",1,84,5,,,,2009,1A,District,4,SCI
"Klondike HS, Lamesa",1,74,6,,,,2009,1A,District,4,SCI
"Wellman-Union HS, Wellman",1,70,7,,,,2009,1A,District,4,SCI
"Ira H S, Ira",1,56,8,,,,2009,1A,District,4,SCI
"O'Donnell HS, O'Donnell",1,56,8,,,,2009,1A,District,4,SCI
"Southland HS, Southland",1,10,10,,,,2009,1A,District,4,SCI
"Wellman-Union HS, Wellman",1,120,1,10,X,Region,2009,1A,District,4,SOC
"Grady HS, Lenorah",1,120,2,5,X,Alternate,2009,1A,District,4,SOC
"Borden HS, Gail",1,114,3,,,,2009,1A,District,4,SOC
"Loop HS, Loop",1,92,4,,,,2009,1A,District,4,SOC
"Southland HS, Southland",1,69,5,,,,2009,1A,District,4,SOC
"O'Donnell HS, O'Donnell",1,67,6,,,,2009,1A,District,4,SOC
"Borden HS, Gail",1,1,10,X,,2009,1A,District,4,SPE
"Wellman-Union HS, Wellman",1,2,5,X,,2009,1A,District,4,SPE
"Grady HS, Lenorah",1,3,,,,2009,1A,District,4,SPE
"Sands HS, Ackerly",1,4,,,,2009,1A,District,4,SPE
"Loop HS, Loop",1,5,,,,2009,1A,District,4,SPE
"New Home HS, New Home",1,5,,,,2009,1A,District,4,SPE
"O'Donnell HS, O'Donnell",1,7,,,,2009,1A,District,4,SPE
"Borden HS, Gail",1,223,1,10,X,Region,2009,1A,District,4,SPV
"Grady HS, Lenorah",1,153,2,5,X,Alternate,2009,1A,District,4,SPV
"Sands HS, Ackerly",1,148,3,,,,2009,1A,District,4,SPV
"O'Donnell HS, O'Donnell",1,125,4,,,,2009,1A,District,4,SPV
"Southland HS, Southland",1,106,5,,,,2009,1A,District,4,SPV
"Wellman-Union HS, Wellman",1,98,6,,,,2009,1A,District,4,SPV
"Loop HS, Loop",1,84,7,,,,2009,1A,District,4,SPV
"Sudan HS, Sudan",1,980,1,10,X,Region,2009,1A,District,5,ACC
